city,city_type,% of respondents who are willing to conceded personal data in order to improve traffic congestion,% of respondents who are comfortable with face recognition technologies to lower crime,% of respondents who feel the availability of online information has increased their trust in authorities,% of day-to-day payment transactions that re non-cash,population_2020,population_source,overall_rating,overall_ranking,smartcity_source,capture_date,totalcount,CVE-2017-1000369,CVE-2017-1000600,CVE-2017-1001000,CVE-2017-10140,CVE-2017-10391,CVE-2017-11142,CVE-2017-11143,CVE-2017-11144,CVE-2017-11145,CVE-2017-11147,CVE-2017-11362,CVE-2017-11364,CVE-2017-11612,CVE-2017-11628,CVE-2017-12172,CVE-2017-12868,CVE-2017-12932,CVE-2017-12933,CVE-2017-12934,CVE-2017-14595,CVE-2017-14596,CVE-2017-14718,CVE-2017-14719,CVE-2017-14720,CVE-2017-14721,CVE-2017-14722,CVE-2017-14723,CVE-2017-14724,CVE-2017-14725,CVE-2017-14726,CVE-2017-14798,CVE-2017-14990,CVE-2017-15098,CVE-2017-15099,CVE-2017-15130,CVE-2017-15132,CVE-2017-15710,CVE-2017-15715,CVE-2017-15906,CVE-2017-16510,CVE-2017-16633,CVE-2017-16634,CVE-2017-16642,CVE-2017-16944,CVE-2017-17091,CVE-2017-17663,CVE-2017-3167,CVE-2017-3169,CVE-2017-3239,CVE-2017-3247,CVE-2017-3249,CVE-2017-3250,CVE-2017-3626,CVE-2017-3730,CVE-2017-3731,CVE-2017-3732,CVE-2017-3735,CVE-2017-3736,CVE-2017-3737,CVE-2017-3738,CVE-2017-5340,CVE-2017-5487,CVE-2017-5488,CVE-2017-5489,CVE-2017-5490,CVE-2017-5491,CVE-2017-5492,CVE-2017-5493,CVE-2017-5610,CVE-2017-5611,CVE-2017-5612,CVE-2017-6377,CVE-2017-6379,CVE-2017-6381,CVE-2017-6441,CVE-2017-6514,CVE-2017-6814,CVE-2017-6815,CVE-2017-6816,CVE-2017-6817,CVE-2017-6818,CVE-2017-6819,CVE-2017-6919,CVE-2017-6920,CVE-2017-6921,CVE-2017-6922,CVE-2017-6923,CVE-2017-6924,CVE-2017-6925,CVE-2017-6926,CVE-2017-6927,CVE-2017-6928,CVE-2017-6929,CVE-2017-6932,CVE-2017-7189,CVE-2017-7269,CVE-2017-7272,CVE-2017-7418,CVE-2017-7484,CVE-2017-7485,CVE-2017-7486,CVE-2017-7546,CVE-2017-7547,CVE-2017-7548,CVE-2017-7659,CVE-2017-7668,CVE-2017-7679,CVE-2017-7890,CVE-2017-7963,CVE-2017-7983,CVE-2017-7984,CVE-2017-7986,CVE-2017-7987,CVE-2017-7988,CVE-2017-7989,CVE-2017-8057,CVE-2017-8295,CVE-2017-9061,CVE-2017-9062,CVE-2017-9063,CVE-2017-9064,CVE-2017-9065,CVE-2017-9066,CVE-2017-9067,CVE-2017-9118,CVE-2017-9120,CVE-2017-9788,CVE-2017-9789,CVE-2017-9798,CVE-2017-9933,CVE-2017-9934,CVE-2018-0732,CVE-2018-0733,CVE-2018-0734,CVE-2018-0735,CVE-2018-0737,CVE-2018-0739,CVE-2018-1000024,CVE-2018-1000027,CVE-2018-1000773,CVE-2018-10100,CVE-2018-10101,CVE-2018-10102,CVE-2018-1053,CVE-2018-10545,CVE-2018-10546,CVE-2018-10547,CVE-2018-10548,CVE-2018-10549,CVE-2018-1058,CVE-2018-10915,CVE-2018-10925,CVE-2018-1115,CVE-2018-11321,CVE-2018-11322,CVE-2018-11323,CVE-2018-11324,CVE-2018-11325,CVE-2018-11326,CVE-2018-11327,CVE-2018-11328,CVE-2018-1172,CVE-2018-11756,CVE-2018-11763,CVE-2018-12711,CVE-2018-12712,CVE-2018-1283,CVE-2018-12882,CVE-2018-12895,CVE-2018-1301,CVE-2018-1302,CVE-2018-1303,CVE-2018-1312,CVE-2018-1333,CVE-2018-14028,CVE-2018-14851,CVE-2018-14883,CVE-2018-14884,CVE-2018-15132,CVE-2018-15473,CVE-2018-15880,CVE-2018-15881,CVE-2018-15882,CVE-2018-15919,CVE-2018-16850,CVE-2018-17082,CVE-2018-17189,CVE-2018-17199,CVE-2018-17855,CVE-2018-17856,CVE-2018-17857,CVE-2018-17858,CVE-2018-17859,CVE-2018-19052,CVE-2018-19131,CVE-2018-19132,CVE-2018-19395,CVE-2018-19396,CVE-2018-19518,CVE-2018-19520,CVE-2018-19935,CVE-2018-20147,CVE-2018-20148,CVE-2018-20149,CVE-2018-20150,CVE-2018-20151,CVE-2018-20152,CVE-2018-20153,CVE-2018-20685,CVE-2018-20783,CVE-2018-2911,CVE-2018-3152,CVE-2018-5407,CVE-2018-6376,CVE-2018-6377,CVE-2018-6378,CVE-2018-6379,CVE-2018-6380,CVE-2018-6389,CVE-2018-6789,CVE-2018-7584,CVE-2018-7600,CVE-2018-7602,CVE-2018-8011,CVE-2018-8045,CVE-2018-8581,CVE-2018-9861,CVE-2019-0190,CVE-2019-0196,CVE-2019-0197,CVE-2019-0211,CVE-2019-0215,CVE-2019-0217,CVE-2019-0220,CVE-2019-0708,CVE-2019-10129,CVE-2019-10130,CVE-2019-10149,CVE-2019-10164,CVE-2019-10691,CVE-2019-10909,CVE-2019-10945,CVE-2019-10946,CVE-2019-11034,CVE-2019-11035,CVE-2019-11036,CVE-2019-11038,CVE-2019-11039,CVE-2019-11040,CVE-2019-11072,CVE-2019-11358,CVE-2019-11510,CVE-2019-11809,CVE-2019-11876,CVE-2019-12525,CVE-2019-12527,CVE-2019-12529,CVE-2019-12764,CVE-2019-12765,CVE-2019-12766,CVE-2019-12815,CVE-2019-13345,CVE-2019-13917,CVE-2019-14654,CVE-2019-1543,CVE-2019-1552,CVE-2019-1559,CVE-2019-1652,CVE-2019-1653,CVE-2019-19781,CVE-2019-3814,CVE-2019-6109,CVE-2019-6110,CVE-2019-6111,CVE-2019-6261,CVE-2019-6262,CVE-2019-6263,CVE-2019-6264,CVE-2019-6338,CVE-2019-6339,CVE-2019-6340,CVE-2019-6341,CVE-2019-6977,CVE-2019-7524,CVE-2019-7739,CVE-2019-7740,CVE-2019-7741,CVE-2019-7742,CVE-2019-7743,CVE-2019-7744,CVE-2019-8942,CVE-2019-8943,CVE-2019-9020,CVE-2019-9021,CVE-2019-9022,CVE-2019-9023,CVE-2019-9024,CVE-2019-9025,CVE-2019-9193,CVE-2019-9637,CVE-2019-9638,CVE-2019-9639,CVE-2019-9640,CVE-2019-9641,CVE-2019-9675,CVE-2019-9711,CVE-2019-9712,CVE-2019-9713,CVE-2019-9714,CVE-2019-9787,CVE-2020-0796,CVE-2020-11651,CVE-2020-11652,CVE-2020-1938,CVE-2020-5902,MS17-010
New York,smart city,59.1,65.2,56.1,72.9,18593000,IMD Smart City Index 2020,8,10,IMD Smart City Index 2020,11/12/2020,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Osaka,smart city,36.4,64.9,34.7,66.7,20238000,IMD Smart City Index 2020,4,80,IMD Smart City Index 2020,11/12/2020,473288,7,60,17,0,0,76,41,87,87,25,46,0,0,87,75,136,51,88,46,0,0,1,57,1,1,23,1,1,1,1,73,0,74,30,1,1,10982,10982,12341,0,0,0,10361,7,0,0,4688,4689,0,0,0,0,0,0,117,35,4816,3878,3875,3882,19,1,1,1,1,1,1,1,0,0,0,0,0,0,9,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,20,103,0,0,51,51,71,55,55,44,424,4702,13974,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732,0,81,10465,10,10728,0,0,3958,5,3996,53,3957,3910,1516,1517,15,53,66,53,11,10607,10622,10622,10622,10623,54,11,11,104,0,0,0,0,0,0,0,0,8,1,1710,0,0,11019,28,69,322,322,322,14772,1672,1,274,10793,79,10795,31,0,0,0,10691,11,10812,345,11565,0,0,0,0,0,2935,1516,1517,10564,10565,606,10425,11141,88,88,88,88,88,88,88,397,10888,0,0,3968,0,0,0,0,0,0,2,125,0,1,149,0,1,0,374,2289,2289,2289,555,208,11780,182,0,8,18,0,1,2,0,0,326,326,407,464,464,464,2,1,7,0,7,1404,2,1508,0,0,0,26,0,17,0,74,3967,3893,0,0,0,1,383,383,383,0,0,0,0,1,1,0,1,10540,1,0,0,0,0,0,0,89,1,10855,10857,440,10864,10864,5,52,11328,11331,11332,300,11333,396,0,0,0,0,94,977,0,0,8,0,21
Oslo,smart city,58.9,60.6,68.6,84.7,986000,IMD Smart City Index 2020,9,5,IMD Smart City Index 2020,11/12/2020,58787,13,15,0,0,0,17,11,17,17,6,6,0,0,17,25,46,9,17,6,0,0,0,8,0,0,2,0,0,0,0,17,3,23,7,0,0,2594,2595,1429,3,0,0,320,13,0,0,1770,1770,0,0,0,0,0,0,9,5,323,285,286,289,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,0,1,1,2,1,3,67,0,0,12,12,21,14,14,11,246,1769,2727,17,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,22,0,26,2035,1,2052,0,0,305,2,330,29,305,294,100,335,4,1,18,1,0,339,340,340,340,340,12,0,0,25,0,0,0,0,0,0,0,0,40,0,1276,0,0,2601,5,17,544,544,544,3304,1242,1,53,371,15,371,29,0,0,0,892,0,384,62,2720,0,0,0,0,0,1086,100,336,375,375,129,341,427,23,23,23,23,23,23,23,94,394,0,0,308,0,0,0,0,0,0,15,23,1,1,22,0,11,1,95,1651,1651,1651,373,311,3031,53,0,0,9,0,0,11,0,0,30,30,38,44,44,44,28,9,0,0,0,297,3,336,0,0,0,15,0,9,0,39,349,310,8,8,0,0,94,95,95,0,0,0,0,9,9,0,9,387,0,0,0,0,0,0,0,22,0,416,416,63,416,416,0,12,488,488,488,33,488,57,0,0,0,0,24,49,1,1,4,0,1
Paris,"smart city,circular city",57.8,58.6,57.4,70,10843000,IMD Smart City Index 2020,5,61,IMD Smart City Index 2020,11/12/2020,1263378,355,133,6,1,4,191,112,249,249,82,137,0,0,249,686,334,181,249,137,0,0,2,118,2,2,40,2,2,2,2,197,3,663,272,3,3,42159,42159,32043,3,0,0,15209,369,0,0,26421,26422,4,4,4,4,4,0,139,100,7347,6546,6530,6569,50,0,0,0,0,0,0,0,1,1,1,0,0,3,2,5,5,5,5,5,5,5,3,3,3,46,5,3,3,0,46,46,49,46,55,314,11,0,357,357,436,397,397,328,7557,26426,41483,247,18,0,0,0,0,0,0,0,13,13,13,13,13,13,13,467,6,881,31935,8,32445,0,0,6677,37,7071,428,6675,6634,7694,8623,43,78,170,78,52,15680,15726,15729,15732,15732,371,52,52,483,0,0,0,0,0,0,0,0,221,23,23499,0,0,41829,429,176,9950,9950,9950,52128,23025,3,1308,16570,268,16576,99,0,0,0,28023,52,17045,530,43679,0,0,0,0,0,2572,7717,8647,16491,16492,2609,15410,18900,229,229,229,228,228,228,228,453,17311,4,4,6710,0,0,0,0,0,2,143,481,33,71,360,0,59,18,907,29197,29197,29198,5591,5059,48777,417,0,21,172,0,4,296,0,0,1207,1207,2106,2309,2309,2309,241,245,0,0,44,8652,182,8750,0,0,0,716,22,175,0,485,7091,6607,42,42,0,5,444,444,444,0,0,0,0,210,210,35,242,16889,5,0,0,0,0,0,0,229,11,17966,17968,2520,17971,17970,41,369,18867,18869,18868,1555,18871,1739,0,0,0,0,252,212,1,1,52,3,36
Philadelphia,smart city,52.1,62.4,46.7,70.2,5585000,IMD Smart City Index 2020,6,52,IMD Smart City Index 2020,11/12/2020,49622,7,8,1,0,0,9,1,9,9,7,8,0,0,9,11,5,10,9,8,0,0,0,7,0,0,2,0,0,0,0,8,0,10,4,0,0,1835,1835,825,0,0,0,290,7,0,0,1485,1485,0,0,0,0,0,0,2,1,105,70,70,70,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,2,0,0,0,0,2,2,2,2,6,71,0,0,6,6,10,7,7,5,59,1487,2728,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,10,1699,2,1713,0,0,80,0,98,19,80,70,1432,1909,2,6,10,6,0,298,298,298,298,298,6,0,0,12,0,0,0,0,0,0,0,0,0,0,597,0,0,1845,12,10,122,122,122,2878,585,1,29,314,11,314,9,0,0,0,614,0,315,23,1914,0,0,0,0,0,717,1433,1910,298,298,76,286,345,13,13,13,13,13,13,13,23,317,0,0,83,0,0,0,0,0,0,11,16,0,3,35,0,31,0,38,713,713,713,112,89,2001,36,0,0,32,0,0,6,0,0,8,8,22,30,30,30,303,6,0,0,0,1895,2,1898,0,0,0,5,0,32,0,20,103,83,6,6,1,0,22,22,22,0,0,0,0,4,4,0,4,315,0,0,0,0,0,0,0,13,0,338,338,38,337,337,0,6,418,418,418,19,418,24,0,0,0,0,13,25,0,0,1,0,2
Prague,smart city,56.4,64.2,56.4,70.4,1314000,IMD Smart City Index 2020,6,44,IMD Smart City Index 2020,11/12/2020,161547,60,45,1,0,1,60,21,64,64,48,43,0,0,64,85,33,53,64,43,0,0,1,40,1,1,7,1,1,1,1,78,3,80,37,6,6,5887,5888,3287,3,0,0,1188,60,0,0,5601,5601,1,1,1,1,1,0,48,35,1337,762,758,773,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,12,0,0,0,0,14,14,14,14,27,132,0,0,50,50,89,59,59,47,1476,5598,7810,63,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,141,0,65,5158,1,5231,0,0,797,13,857,76,795,770,152,156,3,33,49,33,7,1274,1281,1281,1282,1282,54,7,7,118,0,0,0,0,0,0,0,0,14,9,2943,0,0,5887,39,53,643,643,643,8540,2847,2,172,1351,75,1352,41,0,0,0,2411,7,1368,200,6256,0,0,0,0,0,2094,152,156,1263,1263,392,1156,1599,59,59,59,59,59,59,59,228,1538,1,1,807,0,0,0,0,0,0,36,100,0,23,65,0,28,0,247,4675,4673,4672,1709,1509,7765,142,0,5,18,0,6,66,0,0,250,250,290,307,307,307,55,41,0,0,6,113,6,127,0,0,0,72,0,17,0,95,879,784,16,16,3,6,217,217,217,0,0,0,0,38,38,1,41,1372,6,0,0,0,0,0,0,59,1,1605,1605,362,1604,1604,1,54,1735,1735,1735,283,1734,152,0,0,0,0,60,68,0,0,13,0,7
Rabat,smart city,53.7,75.8,60.2,54.5,1967000,IMD Smart City Index 2020,1,105,IMD Smart City Index 2020,11/12/2020,12576,0,2,0,0,0,4,3,4,4,0,1,0,0,4,2,0,4,4,1,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,417,417,140,0,0,0,128,0,0,0,397,397,0,0,0,0,0,0,7,4,51,36,36,37,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,0,3,3,4,3,1,6,0,0,0,0,0,0,0,0,13,398,550,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,402,0,407,0,0,138,1,142,6,138,40,0,0,0,0,2,0,0,132,132,132,132,132,0,0,0,1,0,0,0,0,0,0,0,0,0,0,306,0,0,418,0,2,11,11,11,565,291,0,7,135,4,135,3,0,0,0,82,0,135,15,452,0,0,0,0,0,690,0,0,135,135,31,130,150,2,2,2,2,2,2,2,4,137,0,0,138,0,0,0,0,0,0,0,6,3,4,2,0,1,2,20,336,336,336,27,12,462,51,0,0,0,0,0,11,0,0,11,11,12,13,13,13,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,145,136,1,1,0,0,4,4,4,0,0,0,0,9,9,2,9,130,0,0,0,0,0,0,0,2,0,142,142,17,142,142,2,0,150,150,150,11,150,15,0,0,0,0,2,12,0,0,0,0,3
Rio de Janeiro,smart city,55.2,74.3,51,63,12902000,IMD Smart City Index 2020,2,102,IMD Smart City Index 2020,11/12/2020,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Riyadh,smart city,66.3,83.8,85,71.3,6370000,IMD Smart City Index 2020,5,53,IMD Smart City Index 2020,11/12/2020,30865,0,0,0,0,0,12,11,12,12,1,1,0,0,12,29,2,9,12,1,0,0,0,0,0,0,0,0,0,0,0,7,0,26,12,0,0,977,977,799,0,0,0,432,0,0,0,358,358,0,0,0,0,0,0,24,11,141,112,110,118,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,1,0,2,2,3,2,0,67,0,0,13,13,18,16,16,13,34,360,858,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,9,697,5,717,0,0,126,8,197,78,126,120,13,13,0,0,0,0,0,454,454,455,455,456,13,0,0,19,0,0,0,0,0,0,0,0,0,1,494,0,0,991,5,0,272,272,272,1161,470,0,48,480,19,480,8,0,0,0,529,0,486,25,1049,0,0,0,0,0,1875,13,13,476,476,188,446,509,0,0,0,0,0,0,0,6,495,0,0,128,0,0,0,0,0,0,6,28,3,4,5,0,8,1,91,556,556,556,51,26,1077,75,0,0,6,0,0,27,0,0,38,38,42,44,44,44,0,19,0,0,2,9,1,12,0,0,0,4,1,6,0,79,200,121,5,5,3,0,6,6,6,0,0,0,0,16,16,2,18,474,0,0,0,0,0,0,0,0,0,494,494,52,494,494,0,13,525,525,525,42,525,42,0,0,0,0,1,135,0,0,20,3,11
Rome,smart city,57.1,67.5,48.3,63.7,3718000,IMD Smart City Index 2020,2,101,IMD Smart City Index 2020,11/12/2020,145133,1,30,1,0,0,44,29,47,47,20,18,0,0,47,35,45,35,47,18,0,0,1,27,1,1,6,1,1,1,1,27,2,34,20,1,1,4685,4685,2058,2,0,0,1282,1,0,0,3259,3258,0,0,0,0,0,0,67,51,1533,1190,1169,1199,8,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,9,1,1,1,0,9,9,10,9,9,284,0,0,27,27,40,29,29,22,404,3263,6196,47,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,145,0,39,4143,3,4190,0,0,1236,7,1313,78,1214,1191,483,965,1,22,40,22,4,1624,1626,1626,1626,1628,27,4,4,48,0,0,0,0,0,0,0,0,9,4,1663,0,0,4700,24,44,522,523,523,6783,1600,1,508,1791,49,1792,4,0,0,0,1199,4,1800,114,4936,0,0,0,0,0,3289,490,972,1679,1679,744,1317,1915,50,50,50,50,50,50,50,101,1826,0,0,1246,0,0,0,0,0,0,3,366,6,14,62,0,23,3,199,2273,2273,2272,600,486,5416,228,0,2,4,0,1,77,0,0,403,403,421,441,441,441,83,59,0,0,5,970,3,977,0,0,0,17,0,4,0,114,1335,1221,5,5,0,0,98,98,98,0,0,0,0,54,54,6,54,1776,0,0,0,0,0,0,0,50,0,1917,1917,442,1917,1918,2,27,2251,2251,2251,407,2250,405,0,0,0,0,52,158,0,0,18,0,14
Rotterdam,smart city,57.3,66.5,58.6,75,993000,IMD Smart City Index 2020,7,29,IMD Smart City Index 2020,11/12/2020,52881,41,13,2,0,0,19,4,28,28,16,24,0,0,28,29,27,30,28,24,0,0,0,13,0,0,7,0,0,0,0,13,0,28,13,1,1,1861,1861,1826,0,0,0,518,54,0,0,1337,1337,0,0,0,0,0,0,10,6,337,268,267,269,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,1,0,11,33,0,0,18,18,21,20,20,17,177,1340,2066,26,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,36,0,32,1527,0,1538,0,0,277,2,321,46,277,272,10,10,0,10,16,10,5,539,541,541,541,541,19,5,5,26,0,0,0,0,0,0,0,0,1,2,1019,0,0,1872,11,18,314,314,314,2412,997,0,78,575,35,575,2,0,0,0,1435,5,584,44,1962,0,0,0,0,0,322,10,10,555,555,133,505,671,18,18,18,18,18,18,18,81,595,0,0,281,0,0,0,0,0,0,49,43,1,0,21,0,38,1,86,1310,1310,1310,285,240,2201,27,0,5,118,0,1,8,0,0,62,62,76,81,81,81,11,5,0,0,0,7,0,9,0,0,0,24,0,120,0,48,327,279,2,2,0,1,81,81,81,0,0,0,0,5,5,0,5,582,1,0,0,0,0,0,0,18,1,656,656,130,656,657,4,18,746,746,745,61,745,105,0,0,0,0,19,5,0,0,4,0,1
San Francisco,smart city,59.9,59.1,55,74,3300000,IMD Smart City Index 2020,7,27,IMD Smart City Index 2020,11/12/2020,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santiago,smart city,64.5,72.7,48.6,61.7,6507000,IMD Smart City Index 2020,3,91,IMD Smart City Index 2020,11/12/2020,169300,38,34,4,0,6,67,41,68,68,30,27,0,0,68,159,156,36,68,27,0,0,2,27,2,2,8,2,2,2,2,92,2,149,88,0,0,4162,4163,3152,2,0,0,2237,39,1,0,4295,4297,6,6,6,6,6,0,100,54,1058,824,820,832,18,2,2,2,2,2,2,2,0,0,0,0,0,1,0,2,2,2,2,2,2,2,1,1,1,6,1,1,1,0,5,5,6,5,22,220,0,0,97,97,150,118,118,101,344,4303,6464,68,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,332,0,59,3665,12,3717,0,0,880,11,1024,140,877,849,2844,2848,9,18,48,18,18,2326,2330,2330,2330,2332,111,19,19,188,0,0,0,0,0,0,0,0,12,0,1833,0,0,4175,76,43,454,454,454,7001,1707,0,218,2449,67,2447,11,0,0,0,1864,19,2454,145,4480,0,0,0,0,0,2530,2849,2853,2347,2347,608,2244,2625,57,57,57,57,57,57,57,36,2484,6,6,895,0,0,0,0,0,0,64,96,1,6,55,0,16,1,282,2341,2342,2342,477,331,4821,532,0,14,185,0,0,21,0,0,113,113,198,207,207,207,9,16,0,0,0,2777,2,2800,0,0,0,17,0,186,0,177,1059,883,22,22,1,0,36,36,36,0,0,0,0,15,15,0,15,2431,0,0,0,0,0,0,0,58,2,2562,2562,266,2562,2562,1,111,2759,2758,2758,178,2758,161,0,0,0,0,63,137,0,0,9,2,26
São Paulo,smart city,70.2,76.9,55,67.3,21066000,IMD Smart City Index 2020,2,100,IMD Smart City Index 2020,11/12/2020,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
