city,population_2020,population_source,capture_date,totalcount,CVE-2017-1000369,CVE-2017-1000600,CVE-2017-1001000,CVE-2017-10140,CVE-2017-10391,CVE-2017-11142,CVE-2017-11143,CVE-2017-11144,CVE-2017-11145,CVE-2017-11147,CVE-2017-11362,CVE-2017-11364,CVE-2017-11612,CVE-2017-11628,CVE-2017-12172,CVE-2017-12868,CVE-2017-12932,CVE-2017-12933,CVE-2017-12934,CVE-2017-14595,CVE-2017-14596,CVE-2017-14718,CVE-2017-14719,CVE-2017-14720,CVE-2017-14721,CVE-2017-14722,CVE-2017-14723,CVE-2017-14724,CVE-2017-14725,CVE-2017-14726,CVE-2017-14798,CVE-2017-14990,CVE-2017-15098,CVE-2017-15099,CVE-2017-15130,CVE-2017-15132,CVE-2017-15710,CVE-2017-15715,CVE-2017-15906,CVE-2017-16510,CVE-2017-16633,CVE-2017-16634,CVE-2017-16642,CVE-2017-16944,CVE-2017-17091,CVE-2017-17663,CVE-2017-3167,CVE-2017-3169,CVE-2017-3239,CVE-2017-3247,CVE-2017-3249,CVE-2017-3250,CVE-2017-3626,CVE-2017-3730,CVE-2017-3731,CVE-2017-3732,CVE-2017-3735,CVE-2017-3736,CVE-2017-3737,CVE-2017-3738,CVE-2017-5340,CVE-2017-5487,CVE-2017-5488,CVE-2017-5489,CVE-2017-5490,CVE-2017-5491,CVE-2017-5492,CVE-2017-5493,CVE-2017-5610,CVE-2017-5611,CVE-2017-5612,CVE-2017-6377,CVE-2017-6379,CVE-2017-6381,CVE-2017-6441,CVE-2017-6514,CVE-2017-6814,CVE-2017-6815,CVE-2017-6816,CVE-2017-6817,CVE-2017-6818,CVE-2017-6819,CVE-2017-6919,CVE-2017-6920,CVE-2017-6921,CVE-2017-6922,CVE-2017-6923,CVE-2017-6924,CVE-2017-6925,CVE-2017-6926,CVE-2017-6927,CVE-2017-6928,CVE-2017-6929,CVE-2017-6932,CVE-2017-7189,CVE-2017-7269,CVE-2017-7272,CVE-2017-7418,CVE-2017-7484,CVE-2017-7485,CVE-2017-7486,CVE-2017-7546,CVE-2017-7547,CVE-2017-7548,CVE-2017-7659,CVE-2017-7668,CVE-2017-7679,CVE-2017-7890,CVE-2017-7963,CVE-2017-7983,CVE-2017-7984,CVE-2017-7986,CVE-2017-7987,CVE-2017-7988,CVE-2017-7989,CVE-2017-8057,CVE-2017-8295,CVE-2017-9061,CVE-2017-9062,CVE-2017-9063,CVE-2017-9064,CVE-2017-9065,CVE-2017-9066,CVE-2017-9067,CVE-2017-9118,CVE-2017-9120,CVE-2017-9788,CVE-2017-9789,CVE-2017-9798,CVE-2017-9933,CVE-2017-9934,CVE-2018-0732,CVE-2018-0733,CVE-2018-0734,CVE-2018-0735,CVE-2018-0737,CVE-2018-0739,CVE-2018-1000024,CVE-2018-1000027,CVE-2018-1000773,CVE-2018-10100,CVE-2018-10101,CVE-2018-10102,CVE-2018-1053,CVE-2018-10545,CVE-2018-10546,CVE-2018-10547,CVE-2018-10548,CVE-2018-10549,CVE-2018-1058,CVE-2018-10915,CVE-2018-10925,CVE-2018-1115,CVE-2018-11321,CVE-2018-11322,CVE-2018-11323,CVE-2018-11324,CVE-2018-11325,CVE-2018-11326,CVE-2018-11327,CVE-2018-11328,CVE-2018-1172,CVE-2018-11756,CVE-2018-11763,CVE-2018-12711,CVE-2018-12712,CVE-2018-1283,CVE-2018-12882,CVE-2018-12895,CVE-2018-1301,CVE-2018-1302,CVE-2018-1303,CVE-2018-1312,CVE-2018-1333,CVE-2018-14028,CVE-2018-14851,CVE-2018-14883,CVE-2018-14884,CVE-2018-15132,CVE-2018-15473,CVE-2018-15880,CVE-2018-15881,CVE-2018-15882,CVE-2018-15919,CVE-2018-16850,CVE-2018-17082,CVE-2018-17189,CVE-2018-17199,CVE-2018-17855,CVE-2018-17856,CVE-2018-17857,CVE-2018-17858,CVE-2018-17859,CVE-2018-19052,CVE-2018-19131,CVE-2018-19132,CVE-2018-19395,CVE-2018-19396,CVE-2018-19518,CVE-2018-19520,CVE-2018-19935,CVE-2018-20147,CVE-2018-20148,CVE-2018-20149,CVE-2018-20150,CVE-2018-20151,CVE-2018-20152,CVE-2018-20153,CVE-2018-20685,CVE-2018-20783,CVE-2018-2911,CVE-2018-3152,CVE-2018-5407,CVE-2018-6376,CVE-2018-6377,CVE-2018-6378,CVE-2018-6379,CVE-2018-6380,CVE-2018-6389,CVE-2018-6789,CVE-2018-7584,CVE-2018-7600,CVE-2018-7602,CVE-2018-8011,CVE-2018-8045,CVE-2018-8581,CVE-2018-9861,CVE-2019-0190,CVE-2019-0196,CVE-2019-0197,CVE-2019-0211,CVE-2019-0215,CVE-2019-0217,CVE-2019-0220,CVE-2019-0708,CVE-2019-10129,CVE-2019-10130,CVE-2019-10149,CVE-2019-10164,CVE-2019-10691,CVE-2019-10909,CVE-2019-10945,CVE-2019-10946,CVE-2019-11034,CVE-2019-11035,CVE-2019-11036,CVE-2019-11038,CVE-2019-11039,CVE-2019-11040,CVE-2019-11072,CVE-2019-11358,CVE-2019-11510,CVE-2019-11809,CVE-2019-11876,CVE-2019-12525,CVE-2019-12527,CVE-2019-12529,CVE-2019-12764,CVE-2019-12765,CVE-2019-12766,CVE-2019-12815,CVE-2019-13345,CVE-2019-13917,CVE-2019-14654,CVE-2019-1543,CVE-2019-1552,CVE-2019-1559,CVE-2019-1652,CVE-2019-1653,CVE-2019-19781,CVE-2019-3814,CVE-2019-6109,CVE-2019-6110,CVE-2019-6111,CVE-2019-6261,CVE-2019-6262,CVE-2019-6263,CVE-2019-6264,CVE-2019-6338,CVE-2019-6339,CVE-2019-6340,CVE-2019-6341,CVE-2019-6977,CVE-2019-7524,CVE-2019-7739,CVE-2019-7740,CVE-2019-7741,CVE-2019-7742,CVE-2019-7743,CVE-2019-7744,CVE-2019-8942,CVE-2019-8943,CVE-2019-9020,CVE-2019-9021,CVE-2019-9022,CVE-2019-9023,CVE-2019-9024,CVE-2019-9025,CVE-2019-9193,CVE-2019-9637,CVE-2019-9638,CVE-2019-9639,CVE-2019-9640,CVE-2019-9641,CVE-2019-9675,CVE-2019-9711,CVE-2019-9712,CVE-2019-9713,CVE-2019-9714,CVE-2019-9787,CVE-2020-0796,CVE-2020-11651,CVE-2020-11652,CVE-2020-1938,CVE-2020-5902,MS17-010
Phoenix,1703080,World Population Review,10/27/2020,285586,34,56,0,0,0,69,55,146,146,17,91,0,0,146,69,238,93,146,91,0,0,1,44,1,1,6,1,1,1,1,33,1,68,23,0,0,6868,6868,19455,1,0,0,3287,59,0,0,4708,4710,0,0,0,0,0,0,14,10,1783,1506,1506,1509,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,23,23,23,23,15,119,0,0,37,37,56,38,38,35,179,4728,9231,149,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,155,65,336,5310,0,6087,0,0,1532,3,1582,51,1532,1523,4839,6532,4,33,75,33,0,3373,3377,"3,378",3380,3380,37,0,0,56,0,0,0,0,0,0,0,0,25,3,2375,0,0,"6,895",31,72,816,816,816,"10,848","2,324",2,492,"3,743",107,"3,743",22,0,0,0,"15,610",0,"3,753",138,"7,154",0,0,0,0,0,"1,134","4,846","6,540","3,713","3,713","1,261",3359,4011,83,83,83,83,83,83,83,101,3727,0,0,1534,0,0,0,0,0,1,124,148,1,23,65,0,28,0,239,2745,2745,2745,370,233,7317,278,0,0,381,0,0,43,0,0,113,113,151,164,164,164,20,36,1,0,0,5469,2,6519,0,0,0,61,0,386,0,115,1658,1543,16,16,0,0,101,101,101,0,0,0,0,36,36,0,36,3725,0,0,0,0,0,0,0,82,1,3919,3919,520,3918,3918,0,36,5137,5137,5137,142,5136,471,0,0,0,0,89,46,0,0,17,3,1
Pittsburgh,1704000,MacroTrends,10/27/2020,24277,0,14,1,0,1,16,2,16,16,11,14,0,0,16,15,4,15,16,14,0,0,0,13,0,0,2,0,0,0,0,6,0,14,7,0,0,548,548,365,0,0,0,265,0,0,0,380,380,1,1,1,1,1,0,12,12,78,63,63,63,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,135,0,0,11,11,12,12,12,9,69,383,602,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,17,436,1,440,0,0,67,0,71,4,67,65,860,860,1,12,14,12,2,276,277,277,277,278,11,2,2,13,0,0,0,0,0,0,0,0,1,0,316,0,0,560,6,16,112,112,113,736,300,0,42,298,20,297,0,0,0,0,291,2,299,22,616,0,0,0,0,0,371,862,862,289,289,63,262,308,16,16,16,16,16,16,16,49,305,1,1,65,0,0,0,0,0,0,4,22,1,3,13,0,28,0,26,396,396,396,71,52,671,17,0,1,0,0,0,13,0,0,21,21,28,32,32,32,213,8,0,0,0,855,0,856,0,0,0,0,0,0,0,7,73,66,13,13,0,0,49,49,49,0,0,0,0,6,6,1,8,310,0,0,0,0,0,0,0,16,0,318,318,40,319,319,1,11,336,336,336,27,336,32,0,0,0,0,17,9,0,0,2,0,0
Portland,664103,World Population Review,10/27/2020,109716,11,6,0,0,0,167,162,167,167,5,5,0,0,167,11,14,6,167,5,0,0,0,6,0,0,1,0,0,0,0,36,0,11,2,0,0,1742,1742,4583,0,0,0,889,11,0,0,1338,1338,0,0,0,0,0,0,7,2,131,87,85,89,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,2,4,54,0,0,8,8,31,8,8,7,150,1335,1877,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,1462,1,1496,0,0,100,3,135,38,99,92,7794,8284,0,4,5,4,0,964,964,964,964,964,8,0,0,38,0,0,0,0,0,0,0,0,3,0,1195,0,0,"1,747",10,5,243,243,243,"2,174","1,176",1,119,"1,049",7,"1,049",9,0,0,0,"3,161",0,"1,051",35,"1,829",0,0,0,0,0,"1,500","7,800","8,290","1,037","1,037",365,977,1269,6,6,6,6,6,6,6,47,1039,0,0,103,0,0,0,0,0,0,16,18,0,3,20,0,42,0,71,1352,1352,1352,166,132,1940,44,0,0,11,0,0,13,0,0,87,87,98,119,119,119,31,9,0,0,0,521,0,8254,0,0,0,9,0,17,0,43,140,97,10,10,0,0,47,47,47,0,0,0,0,8,8,0,9,1045,0,0,0,0,0,0,0,6,0,1213,1212,226,1214,1214,1,9,1675,1674,1674,77,1674,210,0,0,0,0,6,14,0,0,0,0,1
Prague,1305737,World Population Review,10/27/2020,165875,56,38,1,0,0,56,19,61,61,53,42,0,0,61,83,26,50,61,42,0,0,2,37,2,2,7,2,2,2,2,76,0,79,33,6,6,6062,6062,3372,0,0,0,1152,56,0,0,5720,5720,0,0,0,0,0,0,44,29,1363,761,758,772,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,10,0,0,0,0,12,12,12,12,28,122,0,0,45,45,84,53,53,43,1528,5715,7934,61,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,141,0,61,5289,2,"5,365",0,0,788,12,846,75,786,764,469,643,4,27,42,27,8,1230,"1,239","1,239",1239,1239,49,8,8,114,0,0,0,0,0,0,0,0,16,12,3019,0,0,"6,058",43,46,686,686,686,"8,723","2,934",2,172,"1,309",74,"1,309",39,0,0,0,"2,323",8,"1,324",198,"6,440",0,0,0,0,0,"2,141",469,643,"1,220","1,220",387,1118,1580,52,52,52,52,52,52,52,263,1517,0,0,794,0,0,0,0,0,1,41,98,2,22,76,0,16,1,248,4718,4719,4719,1679,1479,7880,146,0,5,17,0,4,65,0,0,268,268,315,335,335,335,75,41,0,0,5,612,7,626,0,0,0,67,0,17,0,97,877,780,16,16,3,4,261,261,261,0,0,0,0,40,40,3,42,1333,4,0,0,0,0,0,0,51,1,1597,1597,386,1597,1597,1,49,1734,1734,1734,307,1734,151,0,0,0,0,51,64,0,0,17,0,5
Pretoria,2565660,World Population Review,10/27/2020,19331,7,2,0,0,2,12,3,14,14,10,11,0,0,14,14,0,12,14,11,0,0,0,2,0,0,1,0,0,0,0,26,0,12,6,0,0,632,632,285,0,0,0,165,7,0,0,362,361,2,2,2,2,2,0,30,6,143,115,115,115,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,0,0,7,7,33,9,9,6,45,358,644,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,13,429,3,499,0,0,118,0,173,56,118,116,19,19,2,1,2,1,1,171,171,172,172,172,8,1,1,34,0,0,0,0,0,0,0,0,1,0,353,0,0,636,10,2,161,161,161,881,341,0,35,188,17,188,4,0,0,0,185,1,192,22,668,0,0,0,0,0,"1,778",18,18,171,171,72,148,215,4,4,4,4,4,4,4,14,199,2,2,117,0,0,0,0,0,0,5,20,0,0,4,0,12,0,76,452,452,453,104,82,744,92,0,0,2,0,0,3,0,0,23,23,39,42,42,42,6,2,1,0,0,15,0,16,0,0,0,3,0,2,0,60,176,116,0,0,0,0,15,15,15,0,0,0,0,2,2,0,2,197,0,0,0,0,0,0,0,4,0,212,212,48,213,213,1,8,243,243,243,35,243,29,0,0,0,0,4,34,0,0,7,0,2
Qingdao,5619977,World Population Review,10/27/2020,344374,87,29,0,1,0,248,134,310,310,94,176,0,0,310,20,164,205,310,176,0,0,1,26,1,1,4,1,1,1,1,12,0,20,8,0,0,2123,2123,2070,0,0,0,12101,105,0,0,2458,2458,0,0,0,0,0,1,320,109,985,523,523,531,86,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,1,1,1,0,8,8,8,8,87,790,4,0,14,14,18,15,15,14,87,2465,3493,310,6,0,0,0,0,0,0,0,1,1,1,1,1,1,1,195,18,204,1944,5,2030,0,0,580,9,605,42,580,540,28,28,2,21,35,21,1,12238,12250,"12,250",12250,12251,15,1,1,21,0,0,0,0,0,0,0,0,6,21,935,0,0,"2,133",70,34,105,105,105,"3,698",848,0,417,"12,360",254,"12,363",17,0,0,0,"1,464",1,"12,388",55,"2,285",0,0,0,0,0,365,29,29,"12,302","12,302","1,130",11988,12665,40,40,40,40,40,40,40,21,12367,0,0,579,0,0,0,0,0,0,71,304,2,8,62,0,2,2,187,1051,1051,1051,107,53,2332,240,0,0,11,0,0,19,0,0,283,283,422,439,439,439,0,14,0,0,0,22,0,30,0,0,0,0,0,11,0,163,727,564,1,1,2,0,21,21,21,0,0,0,0,14,14,1,14,12360,0,0,0,0,0,0,0,40,6,12550,12551,543,12552,12552,7,15,12746,12746,12745,340,12744,414,0,0,0,0,48,0,0,0,475,0,0
Quito,1873763,World Population Review,10/27/2020,38774,1,12,2,0,8,19,10,21,21,10,11,0,0,21,71,6,13,21,11,0,0,0,11,0,0,6,0,0,0,0,45,0,70,37,0,0,1029,1029,456,0,0,0,625,1,0,0,816,816,8,8,8,8,8,0,33,18,453,303,302,306,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,1,0,0,0,0,1,1,1,1,9,25,0,0,53,53,82,58,58,44,55,814,1511,21,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,89,0,23,911,6,920,0,0,328,4,368,37,327,310,31,32,6,8,12,8,6,649,651,651,651,651,57,6,6,85,0,0,0,0,0,0,0,0,0,3,324,0,0,"1,031",8,12,110,110,110,"1,641",284,0,43,663,22,663,2,0,0,0,274,6,671,78,"1,167",0,0,0,0,0,176,31,32,658,659,115,628,769,18,18,18,18,18,18,18,2,673,8,8,332,0,0,0,0,0,0,0,28,1,2,25,0,2,0,105,432,432,432,108,28,1176,106,0,4,0,0,0,3,0,0,38,38,50,58,58,58,0,2,0,0,0,16,1,34,0,0,0,1,0,0,0,39,368,329,4,4,0,0,2,2,2,0,0,0,0,2,2,0,2,666,0,0,0,0,0,0,0,18,0,734,734,90,734,734,0,58,776,776,776,42,775,71,0,0,0,0,20,28,0,0,2,0,2
Reading,342117,World Population Review,10/27/2020,26550,12,9,0,0,0,11,2,13,13,10,11,0,0,13,37,14,13,14,12,0,0,0,7,0,0,3,0,0,0,0,10,0,37,21,0,0,827,827,1026,0,0,0,251,12,0,0,536,535,0,0,0,0,0,0,11,8,120,95,95,101,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,8,8,8,9,39,0,0,25,25,29,27,27,26,106,536,791,14,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,28,0,15,581,0,614,0,0,105,5,112,13,104,101,8,11,3,4,15,4,2,269,271,271,271,271,27,2,2,32,0,0,0,0,0,0,0,0,2,0,525,0,0,826,7,16,225,225,225,"1,052",512,0,63,311,16,311,6,0,0,0,854,2,312,16,865,0,0,0,0,0,417,8,11,304,304,121,278,404,18,18,18,18,18,18,18,11,327,0,0,103,0,0,0,0,0,0,7,28,0,8,5,0,30,0,27,645,645,645,115,100,956,44,0,1,9,0,0,19,0,0,34,34,44,56,56,56,11,17,0,0,0,10,0,11,0,0,0,175,0,11,0,18,118,100,4,4,0,0,11,11,11,0,0,0,0,17,17,0,17,324,0,0,0,0,0,0,0,18,1,394,395,89,395,397,0,28,471,471,471,41,471,76,0,0,0,0,20,8,0,0,10,0,0
Recife,4127091,World Population Review,10/27/2020,78751,3,8,1,0,4,14,6,15,15,4,9,0,0,15,97,2,12,15,9,0,0,0,8,0,0,2,0,0,0,0,16,0,95,82,0,0,2037,2037,323,0,0,0,1638,3,0,0,1908,1908,4,4,4,4,4,0,15,10,163,102,102,103,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,3,7,3,3,3,0,4,4,4,4,8,40,0,0,86,86,97,89,89,86,1294,1915,2223,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,15,1966,10,1969,0,0,121,1,219,9,121,115,10,10,0,7,8,7,31,1663,1663,"1,663",1663,1663,87,31,31,100,0,0,0,0,0,0,0,0,0,0,1597,0,0,"2,045",4,8,78,78,78,"2,314","1,580",0,34,"1,673",21,"1,673",7,0,0,0,222,31,"1,674",38,"2,107",0,0,0,0,0,444,10,10,"1,668","1,668",63,1641,1702,8,8,8,8,8,8,8,5,1666,4,4,217,0,0,0,0,0,0,0,27,3,4,13,0,0,3,40,1680,1680,1680,88,49,2151,142,0,29,0,0,0,8,0,0,31,31,36,39,39,39,3,5,0,0,0,4,2,12,0,0,0,3,0,0,0,11,226,215,2,2,0,0,5,5,5,0,0,0,0,5,5,0,5,1663,0,0,0,0,0,0,0,8,0,1685,1686,50,1686,1686,0,87,1811,1811,1811,33,1812,37,0,0,0,0,8,29,0,0,24,0,1
Rosario,1532128,World Population Review,10/27/2020,100496,227,15,0,0,1,14,7,14,14,6,7,0,0,14,75,30,9,14,7,0,0,0,15,0,0,2,0,0,0,0,33,0,73,49,0,0,1983,1983,436,0,0,0,1154,228,2,0,1742,1742,1,1,1,1,1,0,15,9,701,266,266,267,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,7,39,0,0,57,57,71,60,60,56,170,1746,2485,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,15,1618,13,1622,0,0,271,2,283,16,271,268,31,31,2,13,20,13,2,1166,1167,"1,167",1167,1167,58,2,2,83,0,0,0,0,0,0,0,0,2,0,1071,0,0,"1,989",86,21,365,365,365,"2,870","1,058",1,110,"1,255",13,"1,255",2,0,0,0,263,2,"1,255",12,"2,019",0,0,0,0,0,522,31,31,972,972,195,951,1120,24,24,24,24,24,24,24,6,1263,1,1,271,0,0,0,0,0,0,458,23,1,2,9,0,0,0,25,1178,1178,1178,101,89,2104,159,0,1,20,0,0,10,0,0,20,20,109,117,117,117,1,8,0,0,0,27,0,29,0,0,0,5,0,20,0,22,295,273,8,8,0,0,6,6,6,0,0,0,0,7,7,2,8,1261,0,0,0,0,0,0,0,23,0,1300,1300,143,1300,1300,1,59,9544,9546,9548,102,9548,56,0,0,0,0,23,12,0,0,10,0,2
Rustenburg,509368,World Population Review,10/27/2020,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,13,0,0,0,5,0,0,0,14,14,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,11,0,0,1,0,2,1,1,1,0,0,0,0,0,0,0,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,24,0,0,13,13,13,33,18,0,0,5,0,5,0,0,0,0,7,0,5,0,24,0,0,0,0,0,333,0,0,5,5,0,5,5,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,27,27,27,9,9,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,6,0,6,6,0,0,6,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Sacramento,521769,World Population Review,10/27/2020,25780,0,3,0,4,1,16,5,17,17,11,12,0,0,17,8,34,16,17,12,0,0,0,1,0,0,0,0,0,0,0,2,0,8,6,0,0,558,559,557,0,0,0,303,0,0,0,593,593,1,1,1,1,1,0,2,2,67,41,40,42,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,13,49,0,0,9,9,9,9,9,8,25,597,819,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,25,502,2,521,0,0,45,1,57,12,44,41,489,730,1,1,3,1,2,322,324,324,324,324,9,2,2,10,0,0,0,0,0,0,0,0,2,0,332,0,0,578,3,3,67,67,67,918,318,0,98,396,24,396,3,0,0,0,396,2,399,6,600,0,0,0,0,0,773,489,730,395,395,130,367,418,4,4,4,4,4,4,4,6,402,1,1,49,0,0,0,0,0,0,3,31,0,2,3,0,33,0,18,367,366,366,31,25,632,34,0,1,2,0,0,3,0,0,12,12,19,26,26,26,4,2,1,0,0,716,0,729,0,0,0,3,0,2,0,13,63,50,5,5,0,0,6,6,6,0,0,0,0,3,3,0,3,404,0,0,0,0,0,0,0,4,0,413,413,37,413,413,0,10,430,430,430,16,430,35,0,0,0,0,4,6,0,0,3,0,0
Saitama,7338536,Wikipedia,10/27/2020,32121,1,7,1,0,0,26,13,39,39,11,26,0,0,39,10,14,27,39,26,0,0,1,7,1,1,2,1,1,1,1,15,0,10,4,0,0,673,673,523,0,0,0,487,1,0,0,933,933,0,0,0,0,0,0,11,7,345,165,164,166,10,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,0,0,6,6,11,6,6,5,45,933,1429,40,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,1,31,627,1,656,0,0,176,2,180,10,176,169,8,8,0,5,8,5,1,536,541,541,541,541,6,1,1,19,0,0,0,0,0,0,0,0,0,0,180,0,0,682,8,8,36,36,36,"1,514",167,0,90,582,33,582,2,0,0,0,214,1,584,51,765,0,0,0,0,0,"1,125",8,8,545,545,196,493,610,8,8,8,8,8,8,8,29,594,0,0,173,0,0,0,0,0,0,4,49,0,0,18,0,0,0,53,285,285,285,107,58,809,18,0,1,0,0,0,0,0,0,50,50,62,66,66,66,1,0,1,0,0,6,0,9,0,0,0,3,0,0,0,12,179,167,0,0,0,0,29,29,29,0,0,0,0,0,0,0,0,593,0,0,0,0,0,0,0,8,0,636,636,83,634,634,2,4,680,681,681,57,681,69,0,0,0,0,9,406,0,0,2,0,5
Salvador,3839076,World Population Review,10/27/2020,80803,4,4,0,0,4,32,11,34,34,17,23,0,0,34,84,4,25,34,23,0,0,0,2,0,0,0,0,0,0,0,39,0,81,57,0,0,1752,1752,516,0,0,0,1793,4,0,0,1593,1593,4,4,4,4,4,0,31,15,373,266,261,276,16,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,18,82,0,0,62,62,85,67,67,61,397,1599,2203,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,34,1591,59,1615,0,0,292,15,337,56,292,276,23,23,1,2,7,2,13,1827,1829,"1,829",1830,1830,65,13,13,99,0,0,0,0,0,0,0,0,3,1,822,0,0,"1,759",13,7,145,145,145,"2,437",798,2,63,"1,850",36,"1,850",5,0,0,0,350,14,"1,857",50,"1,854",0,0,0,0,0,"2,028",24,24,"1,838","1,838",150,1789,1929,10,10,10,10,10,10,10,16,1855,4,4,299,0,0,0,0,0,0,0,44,3,1,17,0,2,2,94,1078,1078,1079,245,192,2047,254,0,13,0,0,0,9,0,0,46,46,73,89,89,89,0,3,0,0,0,11,0,23,0,0,0,10,0,0,0,65,353,288,8,8,0,0,16,16,16,0,0,0,0,3,3,0,3,1856,0,0,0,0,0,0,0,10,0,1897,1897,89,1898,1898,2,67,1971,1971,1971,60,1971,68,0,0,0,0,11,96,0,0,19,0,3
Samara,1163296,World Population Review,10/27/2020,15108,5,1,1,0,0,6,4,7,7,6,3,0,0,7,13,5,3,7,3,0,0,0,1,0,0,1,0,0,0,0,11,0,13,2,0,0,417,417,439,0,0,0,161,7,0,0,452,452,0,0,0,0,0,0,4,4,102,51,45,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,3,0,0,0,0,3,3,3,3,2,19,0,0,8,8,13,8,8,8,90,453,608,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,7,327,5,335,0,0,57,8,61,12,56,55,11,12,0,1,3,1,0,169,169,169,169,169,8,0,0,13,0,0,0,0,0,0,0,0,2,0,247,0,0,417,4,4,88,88,88,709,241,0,25,185,3,185,2,0,0,0,273,0,188,19,443,0,0,0,0,0,486,11,12,181,181,56,171,228,4,4,4,4,4,4,4,24,195,0,0,58,0,0,0,0,0,0,8,9,0,3,1,0,2,0,21,309,309,309,63,44,482,138,0,0,0,0,0,8,0,0,17,17,22,25,25,25,3,8,0,0,0,9,0,12,0,0,0,9,0,0,0,14,69,55,0,0,0,0,24,24,24,0,0,0,0,7,7,0,8,191,0,0,0,0,0,0,0,4,0,217,217,32,217,217,0,8,240,240,240,22,240,25,0,0,0,0,4,198,0,0,0,0,28
