country_code,country,population_2020,population_source,gini_value,gini_year,gini_source,capture_date,totalcount,CVE-2017-1000369,CVE-2017-1000600,CVE-2017-1001000,CVE-2017-10140,CVE-2017-10391,CVE-2017-11142,CVE-2017-11143,CVE-2017-11144,CVE-2017-11145,CVE-2017-11147,CVE-2017-11362,CVE-2017-11364,CVE-2017-11612,CVE-2017-11628,CVE-2017-12172,CVE-2017-12868,CVE-2017-12932,CVE-2017-12933,CVE-2017-12934,CVE-2017-14595,CVE-2017-14596,CVE-2017-14718,CVE-2017-14719,CVE-2017-14720,CVE-2017-14721,CVE-2017-14722,CVE-2017-14723,CVE-2017-14724,CVE-2017-14725,CVE-2017-14726,CVE-2017-14798,CVE-2017-14990,CVE-2017-15098,CVE-2017-15099,CVE-2017-15130,CVE-2017-15132,CVE-2017-15710,CVE-2017-15715,CVE-2017-15906,CVE-2017-16510,CVE-2017-16633,CVE-2017-16634,CVE-2017-16642,CVE-2017-16944,CVE-2017-17091,CVE-2017-17663,CVE-2017-3167,CVE-2017-3169,CVE-2017-3239,CVE-2017-3247,CVE-2017-3249,CVE-2017-3250,CVE-2017-3626,CVE-2017-3730,CVE-2017-3731,CVE-2017-3732,CVE-2017-3735,CVE-2017-3736,CVE-2017-3737,CVE-2017-3738,CVE-2017-5340,CVE-2017-5487,CVE-2017-5488,CVE-2017-5489,CVE-2017-5490,CVE-2017-5491,CVE-2017-5492,CVE-2017-5493,CVE-2017-5610,CVE-2017-5611,CVE-2017-5612,CVE-2017-6377,CVE-2017-6379,CVE-2017-6381,CVE-2017-6441,CVE-2017-6514,CVE-2017-6814,CVE-2017-6815,CVE-2017-6816,CVE-2017-6817,CVE-2017-6818,CVE-2017-6819,CVE-2017-6919,CVE-2017-6920,CVE-2017-6921,CVE-2017-6922,CVE-2017-6923,CVE-2017-6924,CVE-2017-6925,CVE-2017-6926,CVE-2017-6927,CVE-2017-6928,CVE-2017-6929,CVE-2017-6932,CVE-2017-7189,CVE-2017-7269,CVE-2017-7272,CVE-2017-7418,CVE-2017-7484,CVE-2017-7485,CVE-2017-7486,CVE-2017-7546,CVE-2017-7547,CVE-2017-7548,CVE-2017-7659,CVE-2017-7668,CVE-2017-7679,CVE-2017-7890,CVE-2017-7963,CVE-2017-7983,CVE-2017-7984,CVE-2017-7986,CVE-2017-7987,CVE-2017-7988,CVE-2017-7989,CVE-2017-8057,CVE-2017-8295,CVE-2017-9061,CVE-2017-9062,CVE-2017-9063,CVE-2017-9064,CVE-2017-9065,CVE-2017-9066,CVE-2017-9067,CVE-2017-9118,CVE-2017-9120,CVE-2017-9788,CVE-2017-9789,CVE-2017-9798,CVE-2017-9933,CVE-2017-9934,CVE-2018-0732,CVE-2018-0733,CVE-2018-0734,CVE-2018-0735,CVE-2018-0737,CVE-2018-0739,CVE-2018-1000024,CVE-2018-1000027,CVE-2018-1000773,CVE-2018-10100,CVE-2018-10101,CVE-2018-10102,CVE-2018-1053,CVE-2018-10545,CVE-2018-10546,CVE-2018-10547,CVE-2018-10548,CVE-2018-10549,CVE-2018-1058,CVE-2018-10915,CVE-2018-10925,CVE-2018-1115,CVE-2018-11321,CVE-2018-11322,CVE-2018-11323,CVE-2018-11324,CVE-2018-11325,CVE-2018-11326,CVE-2018-11327,CVE-2018-11328,CVE-2018-1172,CVE-2018-11756,CVE-2018-11763,CVE-2018-12711,CVE-2018-12712,CVE-2018-1283,CVE-2018-12882,CVE-2018-12895,CVE-2018-1301,CVE-2018-1302,CVE-2018-1303,CVE-2018-1312,CVE-2018-1333,CVE-2018-14028,CVE-2018-14851,CVE-2018-14883,CVE-2018-14884,CVE-2018-15132,CVE-2018-15473,CVE-2018-15880,CVE-2018-15881,CVE-2018-15882,CVE-2018-15919,CVE-2018-16850,CVE-2018-17082,CVE-2018-17189,CVE-2018-17199,CVE-2018-17855,CVE-2018-17856,CVE-2018-17857,CVE-2018-17858,CVE-2018-17859,CVE-2018-19052,CVE-2018-19131,CVE-2018-19132,CVE-2018-19395,CVE-2018-19396,CVE-2018-19518,CVE-2018-19520,CVE-2018-19935,CVE-2018-20147,CVE-2018-20148,CVE-2018-20149,CVE-2018-20150,CVE-2018-20151,CVE-2018-20152,CVE-2018-20153,CVE-2018-20685,CVE-2018-20783,CVE-2018-2911,CVE-2018-3152,CVE-2018-5407,CVE-2018-6376,CVE-2018-6377,CVE-2018-6378,CVE-2018-6379,CVE-2018-6380,CVE-2018-6389,CVE-2018-6789,CVE-2018-7584,CVE-2018-7600,CVE-2018-7602,CVE-2018-8011,CVE-2018-8045,CVE-2018-8581,CVE-2018-9861,CVE-2019-0190,CVE-2019-0196,CVE-2019-0197,CVE-2019-0211,CVE-2019-0215,CVE-2019-0217,CVE-2019-0220,CVE-2019-0708,CVE-2019-10129,CVE-2019-10130,CVE-2019-10149,CVE-2019-10164,CVE-2019-10691,CVE-2019-10909,CVE-2019-10945,CVE-2019-10946,CVE-2019-11034,CVE-2019-11035,CVE-2019-11036,CVE-2019-11038,CVE-2019-11039,CVE-2019-11040,CVE-2019-11072,CVE-2019-11358,CVE-2019-11510,CVE-2019-11809,CVE-2019-11876,CVE-2019-12525,CVE-2019-12527,CVE-2019-12529,CVE-2019-12764,CVE-2019-12765,CVE-2019-12766,CVE-2019-12815,CVE-2019-13345,CVE-2019-13917,CVE-2019-14654,CVE-2019-1543,CVE-2019-1552,CVE-2019-1559,CVE-2019-1652,CVE-2019-1653,CVE-2019-19781,CVE-2019-3814,CVE-2019-6109,CVE-2019-6110,CVE-2019-6111,CVE-2019-6261,CVE-2019-6262,CVE-2019-6263,CVE-2019-6264,CVE-2019-6338,CVE-2019-6339,CVE-2019-6340,CVE-2019-6341,CVE-2019-6977,CVE-2019-7524,CVE-2019-7739,CVE-2019-7740,CVE-2019-7741,CVE-2019-7742,CVE-2019-7743,CVE-2019-7744,CVE-2019-8942,CVE-2019-8943,CVE-2019-9020,CVE-2019-9021,CVE-2019-9022,CVE-2019-9023,CVE-2019-9024,CVE-2019-9025,CVE-2019-9193,CVE-2019-9637,CVE-2019-9638,CVE-2019-9639,CVE-2019-9640,CVE-2019-9641,CVE-2019-9675,CVE-2019-9711,CVE-2019-9712,CVE-2019-9713,CVE-2019-9714,CVE-2019-9787,CVE-2020-0796,CVE-2020-11651,CVE-2020-11652,CVE-2020-1938,CVE-2020-5902,MS17-010
EH,Western Sahara,594215,Worldometers,0,N/A,N/A,10/25/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ER,Eritrea,3536285,Worldometers,0,N/A,N/A,10/25/2020,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,15,0,0,0,3,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,4,1,0,0,3,0,3,0,0,0,0,7,0,3,0,2,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ES,Spain,46751175,Worldometers,36.2,2015,Index Mundi,10/25/2020,1505384,646,397,11,3,5,802,452,879,879,333,427,1,1,879,708,455,547,880,428,0,1,7,357,7,7,53,7,7,7,7,395,12,693,314,2,2,43237,43240,47495,12,0,0,17690,664,5,0,36721,36401,5,5,5,5,5,0,657,393,8259,5400,5360,5621,268,7,7,7,7,7,7,7,1,1,1,4,4,5,3,4,4,4,4,4,4,5,6,6,6,109,9,7,7,0,116,116,122,116,285,2361,11,0,467,467,638,501,501,409,6538,36563,52399,871,12,1,0,1,0,1,0,0,6,6,6,6,6,6,6,1946,11,804,34445,74,35113,1,1,6036,251,6752,948,6025,5806,4368,4879,99,279,583,279,89,18495,18578,18583,18589,18593,487,89,89,748,1,1,1,1,1,1,1,1,143,32,23646,1,1,43271,385,547,8183,8186,8189,61731,22717,8,2348,19815,817,19820,108,1,1,1,27573,90,19915,1078,45397,1,1,0,1,1,72153,4289,4796,18146,18149,5131,16861,21627,746,746,746,746,746,747,747,547,19884,5,5,6075,1,1,1,1,1,3,868,1221,58,155,594,0,132,36,1735,31206,31210,31217,7519,6437,51982,3586,0,39,801,0,2,619,0,0,1437,1437,1953,2332,2332,2331,479,453,11,0,25,3577,42,4829,0,0,0,2077,0,835,0,1166,7033,5868,55,55,6,2,556,556,556,0,0,0,0,416,415,36,443,19848,2,0,0,0,0,0,0,751,21,22134,22138,3343,22143,22144,16,490,24970,24974,24978,1680,24991,2752,0,0,0,0,815,1664,1,1,78,3,89
ET,Ethiopia,114357494,Worldometers,35,2015,Index Mundi,10/25/2020,8226,0,1,0,0,1,2,0,4,4,1,4,0,0,4,21,0,7,4,4,0,0,0,1,0,0,0,0,0,0,0,3,0,20,7,0,0,367,367,109,0,0,0,55,0,0,0,169,164,1,1,1,1,1,0,6,6,56,49,49,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,9,9,10,10,10,8,25,164,295,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,239,0,242,0,0,55,3,58,5,55,53,3,3,0,1,1,1,1,58,58,58,58,58,9,1,1,10,0,0,0,0,0,0,0,0,0,0,221,0,0,362,2,1,120,120,120,419,211,0,16,66,7,66,2,0,0,0,89,1,67,11,381,0,0,0,0,0,8,3,3,64,64,27,53,91,1,1,1,1,1,1,1,0,75,1,1,56,0,0,0,0,0,0,0,11,0,1,3,0,1,0,14,247,247,247,25,14,398,11,0,0,0,0,0,1,0,0,19,19,22,23,23,23,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,9,62,53,2,2,0,0,0,0,0,0,0,0,0,1,1,0,1,66,0,0,0,0,0,0,0,1,0,82,82,25,82,83,0,9,93,93,93,19,93,24,0,0,0,0,1,22,0,0,13,0,3
FI,Finland,5539002,Worldometers,27.1,2015,Index Mundi,10/25/2020,680010,542,111,8,2,7,105,61,151,151,48,90,0,0,151,860,310,113,150,89,0,0,5,92,5,5,21,5,5,5,5,158,7,854,308,5,5,28017,28019,19557,7,0,0,3840,562,0,0,16359,16265,7,7,7,7,7,0,123,95,3897,3314,3286,3339,31,3,3,3,3,3,3,3,0,0,0,0,0,0,2,6,6,6,6,6,6,6,0,0,0,25,0,0,0,0,28,28,28,28,32,177,5,0,360,361,438,372,372,336,4396,16335,25328,147,5,0,0,0,0,0,0,0,1,1,1,1,1,1,1,613,2,298,19125,5,19308,0,0,3423,48,3720,348,3419,3367,1324,1327,39,76,149,76,14,4115,4158,4157,4158,4158,368,14,14,470,0,0,0,0,0,0,0,0,110,9,17514,0,0,28035,150,154,8707,8707,8708,34320,17232,2,649,4437,176,4437,97,0,0,0,16228,14,4488,1091,29400,0,0,0,0,0,3749,1292,1295,4206,4206,1278,3734,5483,198,198,198,198,199,199,198,3289,4643,7,7,3425,0,0,0,0,0,3,139,348,16,53,156,0,15,7,1415,23384,23384,23384,5928,4836,34288,300,0,7,204,0,5,258,0,0,703,703,921,1006,1005,1005,151,205,2,0,18,920,36,1337,0,0,0,325,0,206,1,434,3840,3406,12,12,0,5,3352,3352,3354,0,0,0,0,187,187,17,203,4556,5,0,0,0,0,0,0,202,20,5143,5145,1143,5144,5144,11,368,6086,6086,6085,780,6091,870,0,0,0,0,240,843,1,1,47,0,14
FJ,Fiji,895128,Worldometers,36.7,2013,Index Mundi,10/25/2020,3450,0,0,0,0,0,3,2,3,3,1,1,0,0,3,1,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,130,130,65,0,0,0,39,0,0,0,57,57,0,0,0,0,0,0,0,0,33,25,26,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,5,0,0,0,0,1,1,1,0,2,57,148,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,101,1,103,0,0,28,0,30,2,28,27,2,2,0,0,0,0,0,41,41,41,41,41,0,0,0,1,0,0,0,0,0,0,0,0,1,1,43,0,0,129,3,0,26,26,26,176,40,0,8,45,4,45,1,0,0,0,50,0,45,17,151,0,0,0,0,0,6,2,2,35,35,11,31,43,0,0,0,0,0,0,0,1,46,0,0,28,0,0,0,0,0,0,1,5,0,1,3,0,1,0,19,59,59,59,17,0,150,11,0,0,0,0,0,1,0,0,4,4,7,11,11,11,0,1,0,0,0,1,0,2,0,0,0,3,0,0,0,3,31,28,3,3,0,0,1,1,1,0,0,0,0,1,1,0,1,47,0,0,0,0,0,0,0,0,0,49,49,10,49,49,0,0,52,52,52,8,52,7,0,0,0,0,0,6,0,0,0,0,0
FK,Falkland Islands (Islas Malvinas),3458,Worldometers,0,N/A,N/A,10/25/2020,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,3,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,1,1,7,2,0,0,3,0,3,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,3,3,1,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
FM,Federated States of Micronesia ,114776,Worldometers,0,N/A,N/A,10/25/2020,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,17,0,0,0,1,0,0,0,11,11,0,0,0,0,0,0,0,0,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,8,0,8,0,8,8,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,0,0,1,1,1,21,2,0,0,1,0,1,0,0,0,0,9,0,1,0,11,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FO,Faroe Islands,48826,Worldometers,0,N/A,N/A,10/25/2020,1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,22,0,0,0,10,0,0,0,32,32,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,7,0,0,0,0,0,0,0,0,7,33,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,0,22,0,0,1,0,1,0,1,0,1,1,2,0,0,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,36,1,0,13,13,13,55,29,0,1,11,0,11,0,0,0,0,16,0,11,2,38,0,0,0,0,0,14,1,1,10,10,2,10,12,2,2,2,2,2,2,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,43,43,43,15,13,51,0,0,0,0,0,0,1,0,0,1,1,2,2,2,2,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,11,0,0,0,0,0,0,0,2,0,12,12,2,12,12,0,0,12,12,12,2,12,0,0,0,0,0,2,0,0,0,0,0,0
FR,France,65244628,Worldometers,32.7,2015,Index Mundi,10/25/2020,9296120,8586,1740,94,12,16,1993,1195,2393,2393,1064,1197,4,4,2393,7889,2520,1654,2392,1197,0,4,53,1473,53,54,355,54,54,54,54,2674,49,7691,3709,80,80,386936,387465,205439,49,0,3,64390,8847,22,0,303726,303731,16,16,16,16,16,0,1074,695,51396,39486,39309,39730,512,5,5,5,5,5,5,5,6,6,6,6,6,9,47,84,84,84,84,84,84,84,13,13,21,411,31,26,26,0,422,422,435,422,551,2341,47,0,5117,5118,6140,5495,5495,4694,94844,304414,421823,2389,75,6,4,6,4,6,4,3,44,44,44,44,44,44,44,6106,28,4260,323247,123,325139,5,5,40838,398,43337,2986,40825,40157,21735,23686,386,1104,2274,1104,582,67630,67935,67938,67952,67962,5363,582,582,6647,5,5,5,5,5,5,5,5,2057,123,211304,5,4,386854,3282,2398,61244,61247,61248,486947,207824,64,10659,74270,2660,74283,1100,5,5,5,146777,586,75157,5132,395499,6,5,4,5,5,30355,21541,23467,69359,69360,19564,63560,85330,2943,2944,2944,2943,2944,2943,2942,8364,75571,16,16,40952,4,4,4,4,4,25,2893,4723,241,631,1593,1,424,114,7652,271093,271109,271117,59484,54324,450642,3494,0,187,4854,0,80,2342,5,3,6698,6698,11067,13117,13120,13119,2339,1832,9,4,215,22998,1003,24615,5,0,2,14210,26,4911,0,3668,44213,40546,154,154,4,80,8422,8422,8422,4,4,4,4,1611,1611,215,1811,76231,80,4,4,4,5,4,4,2976,76,84588,84595,16991,84607,84611,943,5362,96526,96533,96531,9626,96551,12327,3,3,1,3,3225,1588,3,3,969,9,386
GA,Gabon,2214593,Worldometers,38,2017,Index Mundi,10/25/2020,3150,0,0,0,0,0,1,0,1,1,1,1,0,0,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,64,64,40,0,0,0,16,0,0,0,39,39,0,0,0,0,0,0,1,1,7,6,6,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,3,3,3,3,39,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,45,0,0,7,1,9,2,7,7,1,1,0,0,0,0,2,16,16,16,16,16,3,2,2,3,0,0,0,0,0,0,0,0,0,0,35,0,0,63,0,0,17,17,17,78,34,0,7,22,1,22,0,0,0,0,23,2,22,5,68,0,0,0,0,0,1476,1,1,20,20,12,19,22,0,0,0,0,0,0,0,0,22,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,43,44,44,7,2,71,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,9,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,23,23,3,23,23,0,3,23,23,23,1,23,2,0,0,0,0,0,4,0,0,2,0,2
GB,United Kingdom,67814098,Worldometers,33.2,2015,Index Mundi,10/25/2020,5753308,2920,1348,89,3,8,1628,762,2154,2154,652,1390,1,1,2154,4239,2187,1933,2153,1389,0,1,43,1154,43,44,321,44,44,44,44,1254,40,4190,1255,25,25,193760,193790,197267,40,0,0,50158,3088,17,0,115633,115638,8,8,8,8,8,0,624,391,29012,23546,23511,23728,477,7,7,7,7,7,7,7,7,7,7,18,18,17,28,77,77,77,77,77,77,77,23,23,27,262,33,30,30,0,258,258,280,258,570,3117,51,0,2073,2073,2404,2187,2187,1851,15233,116086,188096,2143,47,1,0,1,0,0,0,0,19,19,19,19,19,19,19,10378,47,5067,136598,95,139395,0,0,24753,191,25962,1506,24734,24319,74836,78227,243,859,1831,859,135,52854,53042,53049,53056,53068,2127,135,135,2552,1,1,1,1,1,1,1,1,15840,58,113876,0,0,194212,1163,1904,55509,55517,55522,247752,111625,55,8834,57862,2559,57864,871,1,1,1,142225,135,59493,9164,206365,2,1,1,1,1,37984,74060,77458,56883,56892,15389,50470,67789,2266,2266,2267,2268,2268,2269,2269,7251,59629,8,8,24758,1,1,1,1,1,31,2966,4860,162,413,1478,0,2359,93,10447,136330,136351,136365,22355,13162,220029,2672,0,60,11123,0,24,1820,2,1,5074,5075,8006,8943,8943,8944,879,1413,16,1,129,51454,660,78491,2,0,1,2913,76,11213,0,1860,26499,24641,70,70,24,24,7347,7351,7355,1,1,1,1,1298,1299,127,1390,59493,24,1,1,1,2,1,1,2290,74,65740,65748,12941,65753,65762,65,2137,77244,77246,77255,5895,77268,10231,1,1,1,1,2481,1142,2,2,754,7,191
GD,Grenada,112418,Worldometers,0,N/A,N/A,10/25/2020,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,14,29,0,0,0,11,0,0,0,15,15,0,0,0,0,0,0,1,1,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,10,0,11,0,0,3,0,6,3,3,3,2,2,0,0,0,0,0,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,14,0,0,3,3,3,22,9,0,1,12,1,12,0,0,0,0,19,0,12,1,16,0,0,0,0,0,7,2,2,12,12,2,11,12,0,0,0,0,0,0,0,1,12,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,11,11,11,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,3,6,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,12,1,12,12,0,0,12,12,12,0,12,1,0,0,0,0,0,4,0,0,0,0,0
GE,Georgia,3990681,Worldometers,37.9,2017,Index Mundi,10/25/2020,34279,0,5,0,0,0,30,17,34,34,9,17,0,0,34,19,50,17,34,17,0,0,1,5,1,1,2,1,1,1,1,13,0,19,3,0,0,800,800,762,0,0,0,441,3,0,0,632,632,0,0,0,0,0,0,228,223,420,359,359,361,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,5,5,8,28,0,0,5,5,15,5,5,3,41,633,1106,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,25,674,0,694,0,0,366,2,378,11,366,366,455,455,0,3,8,3,0,452,454,454,454,454,5,0,0,16,0,0,0,0,0,0,0,0,3,1,314,0,0,803,13,9,118,118,118,1250,263,0,51,470,26,470,0,0,0,0,542,0,475,42,847,0,0,0,0,0,330,453,453,442,442,97,411,532,9,9,9,9,9,9,9,9,478,0,0,361,0,0,0,0,0,0,35,32,2,7,4,0,1,0,52,384,384,384,69,27,877,128,0,0,54,0,0,7,0,0,42,42,61,76,76,76,2,7,0,0,2,455,0,459,0,0,0,33,0,59,0,14,376,362,1,1,0,0,9,9,9,0,0,0,0,7,7,0,7,470,0,0,0,0,0,0,0,9,0,507,507,80,507,507,0,5,608,608,608,50,608,57,0,0,0,0,9,29,1,1,12,0,10
GF,French Guiana,297029,Worldometers,0,N/A,N/A,10/25/2020,1209,0,1,0,0,0,2,1,2,2,1,1,0,0,2,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,32,0,0,0,16,0,0,0,32,32,0,0,0,0,0,0,1,1,5,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8,32,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,29,0,30,0,0,3,0,4,1,3,3,0,0,0,1,1,1,0,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,31,0,1,2,2,2,52,10,0,3,18,1,18,0,0,0,0,29,0,18,0,30,0,0,0,0,0,57,0,0,17,17,6,16,21,1,1,1,1,1,1,1,5,17,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,18,18,18,8,8,39,9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,4,4,0,0,5,5,5,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1,0,21,21,2,21,21,0,0,22,22,22,0,22,2,0,0,0,0,1,4,0,0,0,0,0
