country_code,country,population_2020,population_source,gini_value,gini_year,gini_source,capture_date,totalcount,CVE-2017-1000369,CVE-2017-1000600,CVE-2017-1001000,CVE-2017-10140,CVE-2017-10391,CVE-2017-11142,CVE-2017-11143,CVE-2017-11144,CVE-2017-11145,CVE-2017-11147,CVE-2017-11362,CVE-2017-11364,CVE-2017-11612,CVE-2017-11628,CVE-2017-12172,CVE-2017-12868,CVE-2017-12932,CVE-2017-12933,CVE-2017-12934,CVE-2017-14595,CVE-2017-14596,CVE-2017-14718,CVE-2017-14719,CVE-2017-14720,CVE-2017-14721,CVE-2017-14722,CVE-2017-14723,CVE-2017-14724,CVE-2017-14725,CVE-2017-14726,CVE-2017-14798,CVE-2017-14990,CVE-2017-15098,CVE-2017-15099,CVE-2017-15130,CVE-2017-15132,CVE-2017-15710,CVE-2017-15715,CVE-2017-15906,CVE-2017-16510,CVE-2017-16633,CVE-2017-16634,CVE-2017-16642,CVE-2017-16944,CVE-2017-17091,CVE-2017-17663,CVE-2017-3167,CVE-2017-3169,CVE-2017-3239,CVE-2017-3247,CVE-2017-3249,CVE-2017-3250,CVE-2017-3626,CVE-2017-3730,CVE-2017-3731,CVE-2017-3732,CVE-2017-3735,CVE-2017-3736,CVE-2017-3737,CVE-2017-3738,CVE-2017-5340,CVE-2017-5487,CVE-2017-5488,CVE-2017-5489,CVE-2017-5490,CVE-2017-5491,CVE-2017-5492,CVE-2017-5493,CVE-2017-5610,CVE-2017-5611,CVE-2017-5612,CVE-2017-6377,CVE-2017-6379,CVE-2017-6381,CVE-2017-6441,CVE-2017-6514,CVE-2017-6814,CVE-2017-6815,CVE-2017-6816,CVE-2017-6817,CVE-2017-6818,CVE-2017-6819,CVE-2017-6919,CVE-2017-6920,CVE-2017-6921,CVE-2017-6922,CVE-2017-6923,CVE-2017-6924,CVE-2017-6925,CVE-2017-6926,CVE-2017-6927,CVE-2017-6928,CVE-2017-6929,CVE-2017-6932,CVE-2017-7189,CVE-2017-7269,CVE-2017-7272,CVE-2017-7418,CVE-2017-7484,CVE-2017-7485,CVE-2017-7486,CVE-2017-7546,CVE-2017-7547,CVE-2017-7548,CVE-2017-7659,CVE-2017-7668,CVE-2017-7679,CVE-2017-7890,CVE-2017-7963,CVE-2017-7983,CVE-2017-7984,CVE-2017-7986,CVE-2017-7987,CVE-2017-7988,CVE-2017-7989,CVE-2017-8057,CVE-2017-8295,CVE-2017-9061,CVE-2017-9062,CVE-2017-9063,CVE-2017-9064,CVE-2017-9065,CVE-2017-9066,CVE-2017-9067,CVE-2017-9118,CVE-2017-9120,CVE-2017-9788,CVE-2017-9789,CVE-2017-9798,CVE-2017-9933,CVE-2017-9934,CVE-2018-0732,CVE-2018-0733,CVE-2018-0734,CVE-2018-0735,CVE-2018-0737,CVE-2018-0739,CVE-2018-1000024,CVE-2018-1000027,CVE-2018-1000773,CVE-2018-10100,CVE-2018-10101,CVE-2018-10102,CVE-2018-1053,CVE-2018-10545,CVE-2018-10546,CVE-2018-10547,CVE-2018-10548,CVE-2018-10549,CVE-2018-1058,CVE-2018-10915,CVE-2018-10925,CVE-2018-1115,CVE-2018-11321,CVE-2018-11322,CVE-2018-11323,CVE-2018-11324,CVE-2018-11325,CVE-2018-11326,CVE-2018-11327,CVE-2018-11328,CVE-2018-1172,CVE-2018-11756,CVE-2018-11763,CVE-2018-12711,CVE-2018-12712,CVE-2018-1283,CVE-2018-12882,CVE-2018-12895,CVE-2018-1301,CVE-2018-1302,CVE-2018-1303,CVE-2018-1312,CVE-2018-1333,CVE-2018-14028,CVE-2018-14851,CVE-2018-14883,CVE-2018-14884,CVE-2018-15132,CVE-2018-15473,CVE-2018-15880,CVE-2018-15881,CVE-2018-15882,CVE-2018-15919,CVE-2018-16850,CVE-2018-17082,CVE-2018-17189,CVE-2018-17199,CVE-2018-17855,CVE-2018-17856,CVE-2018-17857,CVE-2018-17858,CVE-2018-17859,CVE-2018-19052,CVE-2018-19131,CVE-2018-19132,CVE-2018-19395,CVE-2018-19396,CVE-2018-19518,CVE-2018-19520,CVE-2018-19935,CVE-2018-20147,CVE-2018-20148,CVE-2018-20149,CVE-2018-20150,CVE-2018-20151,CVE-2018-20152,CVE-2018-20153,CVE-2018-20685,CVE-2018-20783,CVE-2018-2911,CVE-2018-3152,CVE-2018-5407,CVE-2018-6376,CVE-2018-6377,CVE-2018-6378,CVE-2018-6379,CVE-2018-6380,CVE-2018-6389,CVE-2018-6789,CVE-2018-7584,CVE-2018-7600,CVE-2018-7602,CVE-2018-8011,CVE-2018-8045,CVE-2018-8581,CVE-2018-9861,CVE-2019-0190,CVE-2019-0196,CVE-2019-0197,CVE-2019-0211,CVE-2019-0215,CVE-2019-0217,CVE-2019-0220,CVE-2019-0708,CVE-2019-10129,CVE-2019-10130,CVE-2019-10149,CVE-2019-10164,CVE-2019-10691,CVE-2019-10909,CVE-2019-10945,CVE-2019-10946,CVE-2019-11034,CVE-2019-11035,CVE-2019-11036,CVE-2019-11038,CVE-2019-11039,CVE-2019-11040,CVE-2019-11072,CVE-2019-11358,CVE-2019-11510,CVE-2019-11809,CVE-2019-11876,CVE-2019-12525,CVE-2019-12527,CVE-2019-12529,CVE-2019-12764,CVE-2019-12765,CVE-2019-12766,CVE-2019-12815,CVE-2019-13345,CVE-2019-13917,CVE-2019-14654,CVE-2019-1543,CVE-2019-1552,CVE-2019-1559,CVE-2019-1652,CVE-2019-1653,CVE-2019-19781,CVE-2019-3814,CVE-2019-6109,CVE-2019-6110,CVE-2019-6111,CVE-2019-6261,CVE-2019-6262,CVE-2019-6263,CVE-2019-6264,CVE-2019-6338,CVE-2019-6339,CVE-2019-6340,CVE-2019-6341,CVE-2019-6977,CVE-2019-7524,CVE-2019-7739,CVE-2019-7740,CVE-2019-7741,CVE-2019-7742,CVE-2019-7743,CVE-2019-7744,CVE-2019-8942,CVE-2019-8943,CVE-2019-9020,CVE-2019-9021,CVE-2019-9022,CVE-2019-9023,CVE-2019-9024,CVE-2019-9025,CVE-2019-9193,CVE-2019-9637,CVE-2019-9638,CVE-2019-9639,CVE-2019-9640,CVE-2019-9641,CVE-2019-9675,CVE-2019-9711,CVE-2019-9712,CVE-2019-9713,CVE-2019-9714,CVE-2019-9787,CVE-2020-0796,CVE-2020-11651,CVE-2020-11652,CVE-2020-1938,CVE-2020-5902,MS17-010
RU,Russia,145922010,Worldometers,37.7,2015,Index Mundi,10/25/2020,5135891,18487,971,31,14,4,1988,1093,2638,2638,830,1545,66,66,2636,7478,5783,1922,2635,1544,2,70,15,858,15,15,145,15,15,15,15,2475,24,7459,3270,55,55,128636,128647,161975,24,2,11,66993,19347,7,0,146089,146105,4,4,4,4,4,3,863,574,25967,16745,16665,16888,595,1,1,1,1,1,1,1,4,4,4,9,9,8,25,26,26,26,26,26,26,26,11,11,14,352,21,17,17,0,367,367,378,367,672,1669,81,0,4818,4818,5622,5017,5018,4622,15894,146584,194507,2637,62,72,12,72,12,44,12,11,19,19,19,19,19,19,19,14009,80,3546,103408,174,108449,43,43,17768,184,19077,1493,17737,17065,30263,30533,102,718,1182,718,424,70460,70825,70835,70840,70844,4994,424,424,5949,74,74,74,74,74,73,73,73,4733,65,69729,46,46,128882,1371,1198,20676,20677,20677,221376,68555,16,7855,74164,3028,74172,10014,71,71,71,112208,425,75410,2383,132816,81,54,24,56,56,48138,30013,30288,73366,73374,17494,66574,87277,1366,1366,1366,1365,1366,1366,1366,1946,77503,4,4,17819,72,71,71,71,71,14,14321,4404,181,574,910,9,249,34,3882,82155,82163,82170,12218,9828,143047,12669,0,180,4244,0,55,1554,83,25,8137,8138,11217,11861,11859,11858,207,1092,1,57,55,24727,511,30983,83,1,20,8422,18,4312,3,1982,19704,17722,17,17,1,55,1964,1965,1965,56,56,56,56,1030,1030,37,1082,77016,55,55,55,55,79,55,55,1380,41,84149,84152,14269,84164,84173,156,4956,93331,93333,93337,9096,93336,12240,24,23,8,24,1487,11932,4,4,369,0,2060
RW,Rwanda,12883878,Worldometers,43.7,2016,Index Mundi,10/25/2020,8901,1,0,0,0,0,3,2,4,4,2,2,0,0,4,10,6,5,4,2,0,0,0,0,0,0,0,0,0,0,0,3,0,10,4,0,0,390,390,103,0,0,0,83,1,0,0,208,208,0,0,0,0,0,0,2,0,61,49,50,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,6,6,6,1,0,0,0,7,7,7,7,7,5,6,209,402,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,307,2,309,0,0,53,1,61,6,53,52,1,1,0,0,0,0,0,86,86,86,86,86,7,0,0,7,0,0,0,0,0,0,0,0,0,2,198,0,0,388,2,0,78,78,78,486,191,0,16,92,10,92,0,0,0,0,73,0,92,7,399,0,0,0,0,0,109,1,1,90,90,48,80,98,0,0,0,0,0,0,0,0,94,0,0,57,0,0,0,0,0,0,0,10,0,6,4,0,0,0,12,208,208,208,11,4,403,0,0,0,4,0,0,12,0,0,10,10,12,13,13,13,0,11,0,0,1,0,0,1,0,0,0,3,0,4,0,6,63,57,3,3,0,0,0,0,0,0,0,0,0,9,9,0,10,92,0,0,0,0,0,0,0,0,0,95,96,16,96,96,0,7,106,106,106,12,106,13,0,0,0,0,1,2,0,0,9,1,0
SA,Saudi Arabia,34701377,Worldometers,0,N/A,N/A,10/25/2020,59153,1,4,0,0,0,40,30,42,42,6,12,0,0,42,56,10,18,42,12,0,0,0,4,0,0,0,0,0,0,0,13,0,50,24,0,0,1688,1688,2017,0,0,0,805,1,0,0,760,760,0,0,0,0,0,0,45,22,301,220,218,226,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,7,7,7,5,159,0,0,28,28,36,34,34,27,109,764,1556,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,25,1197,15,1233,0,0,249,8,470,228,249,241,52,52,0,2,7,2,0,810,813,813,813,813,28,0,0,37,0,0,0,0,0,0,0,0,3,1,888,0,0,1683,11,7,449,449,449,2071,853,0,84,858,27,858,10,0,0,0,1484,0,905,43,1773,0,0,0,0,0,3905,53,53,826,826,370,783,940,7,7,7,7,7,7,7,11,903,0,0,247,0,0,0,0,0,0,8,42,2,9,25,0,18,0,251,1025,1025,1026,130,87,1869,189,0,0,8,0,0,45,0,0,60,60,113,123,123,123,1,29,0,0,7,48,1,54,0,0,0,8,1,9,0,225,466,241,6,6,3,0,11,11,11,0,0,0,0,24,24,5,28,906,0,0,0,0,0,0,0,7,0,946,946,136,946,946,2,30,1009,1009,1009,111,1010,75,0,0,0,0,9,345,0,0,42,6,31
SB,Solomon Islands,683301,Worldometers,37.1,2013,Index Mundi,10/25/2020,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,27,27,13,0,0,0,7,0,0,0,11,11,0,0,0,0,0,0,0,0,9,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,4,10,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,0,26,0,0,8,0,8,0,8,8,0,0,0,0,0,0,0,7,7,7,7,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,26,0,0,0,0,0,31,5,0,0,7,0,7,0,0,0,0,10,0,7,2,28,0,0,0,0,0,3,0,0,6,6,0,6,6,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,7,7,7,2,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,7,0,7,7,0,1,8,8,8,0,8,0,0,0,0,0,0,1,0,0,0,0,0
SC,Seychelles,98224,Worldometers,46.8,2013,Index Mundi,10/25/2020,55942,90,6,0,0,0,7,6,7,7,4,1,0,0,7,1,4,1,7,1,0,0,0,5,0,0,2,0,0,0,0,1,0,0,0,0,0,536,536,2976,0,0,0,190,90,0,0,319,319,0,0,0,0,0,0,4,2,132,48,48,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,1,1,0,143,319,666,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,1,544,0,545,0,0,49,0,49,0,49,48,6046,6047,2,4,9,4,0,186,186,186,186,186,0,0,0,1,0,0,0,0,0,0,0,0,0,0,197,0,0,579,0,10,20,20,20,709,198,0,4,190,1,190,4,0,0,0,750,0,190,81,665,0,0,0,0,0,63,6073,6073,189,189,15,187,234,11,11,11,11,11,11,11,1,191,0,0,49,0,0,0,0,0,0,20,1,0,0,2,0,0,0,82,289,289,289,91,9,686,8,0,0,85,0,0,3,0,0,3,3,4,6,6,6,3,3,0,0,0,5815,0,6117,0,0,0,0,0,85,0,0,49,49,2,2,0,0,1,1,1,0,0,0,0,3,3,1,3,190,0,0,0,0,0,0,0,11,0,231,231,4,231,232,0,0,659,659,659,3,659,4,0,0,0,0,12,5,0,0,2,0,0
SD,Sudan,43632213,Worldometers,35.4,2009,Index Mundi,10/25/2020,6655,0,0,0,0,0,2,0,4,4,2,4,0,0,4,2,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,316,316,134,0,0,0,37,0,0,0,167,167,0,0,0,0,0,0,4,4,38,25,25,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,12,167,279,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,198,0,200,0,0,29,0,29,0,29,28,6,6,2,0,0,0,0,42,42,42,42,42,0,0,0,0,0,0,0,0,0,0,0,0,1,2,203,0,0,315,2,0,115,115,115,396,196,0,7,42,7,42,0,0,0,0,90,0,42,0,317,0,0,0,0,0,62,6,6,40,40,13,35,60,2,2,2,2,2,2,2,1,45,0,0,29,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,206,206,206,5,5,324,27,0,0,0,0,0,0,0,0,15,15,17,22,22,22,0,0,0,0,0,5,0,6,0,0,0,2,0,0,0,0,29,29,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,2,0,55,55,15,55,55,0,0,70,70,70,17,70,15,0,0,0,0,2,15,0,0,5,0,3
SE,Sweden,10086531,Worldometers,29.2,2015,Index Mundi,10/25/2020,1203698,252,744,10,4,1,259,113,283,282,163,169,0,0,282,251,2060,198,282,169,0,0,3,312,3,3,58,3,3,3,3,205,33,240,80,5,5,37401,37402,29485,33,0,0,17544,260,2,0,37453,37454,1,1,1,1,1,0,175,106,3764,2668,2654,2695,115,0,0,0,0,0,0,0,1,1,1,0,0,0,3,9,9,9,9,9,9,9,0,0,0,28,0,0,0,0,36,36,37,36,123,809,1,0,143,143,225,159,159,118,3600,37517,46564,284,9,0,0,0,0,0,0,0,1,1,1,1,1,1,1,418,2,239,31132,10,31902,0,0,2809,33,3166,353,2803,2727,1831,2209,72,239,940,239,22,17621,17636,17640,17643,17645,149,22,22,294,0,0,0,0,0,0,0,0,235,7,20354,0,0,37319,143,937,5870,5870,5870,53415,19831,2,839,18233,281,18243,158,0,0,0,21718,22,18291,713,38570,0,0,0,0,0,22850,1806,2189,17588,17588,1664,17221,19038,1043,1043,1043,1044,1043,1043,1043,1337,18088,1,1,2844,0,0,0,0,0,3,270,383,18,58,224,0,107,7,1057,24589,24589,24589,4196,3479,42134,734,0,8,739,0,5,200,0,0,526,526,836,1248,1248,1248,254,140,3,0,5,1210,21,2237,0,0,0,473,0,751,0,452,3285,2835,152,152,1,5,1354,1355,1355,0,0,0,0,131,131,10,136,18281,5,0,0,0,0,0,0,1059,14,19007,19009,1008,19015,19015,11,149,20578,20579,20583,614,20586,742,0,0,0,0,1094,824,0,0,60,1,22
SG,Singapore,5840996,Worldometers,0,N/A,N/A,10/25/2020,3566805,1775,797,42,1,23,1679,757,2179,2179,736,1422,0,0,2177,6180,1849,1885,2176,1420,0,0,34,655,34,34,189,34,34,34,34,1731,32,6072,1624,7,7,119439,119440,163842,31,0,0,34330,1856,14,0,59813,59816,23,23,23,23,23,0,671,298,15741,14413,14431,14585,616,12,12,12,12,12,12,12,5,5,5,23,23,21,28,24,24,24,24,24,24,24,30,30,36,207,37,36,36,0,184,184,214,184,680,512,22,0,3010,3010,3290,3182,3182,2852,5755,60109,92092,2183,65,0,0,0,0,0,0,0,19,19,19,19,19,19,19,2289,88,4008,68032,141,72424,0,0,15096,149,17373,2305,15180,14849,10452,10969,162,431,1070,431,152,35976,36283,36288,36293,36295,3051,152,152,3373,0,0,0,0,0,0,0,0,714,104,87975,0,0,119459,752,1135,49410,49414,49418,146657,85892,35,5979,38605,2561,38606,247,0,0,0,134382,152,39837,2853,124889,0,0,0,0,0,19275,10389,10902,38204,38206,10975,32853,49432,1382,1382,1382,1382,1382,1384,1384,5550,40649,24,24,15170,0,0,0,0,0,28,819,3492,140,272,1268,0,45,74,5276,96043,96049,96054,8156,5299,130494,1420,0,81,4222,0,7,844,1,1,5453,5453,7814,8791,8793,8794,108,670,1,1,86,6617,519,11536,1,0,1,412,9,4252,0,2815,18059,15247,19,19,8,7,5670,5674,5676,1,1,1,1,598,598,87,668,39888,7,1,1,1,1,1,1,1389,82,46647,46651,12221,46656,46657,78,3062,52145,52148,52150,5841,52162,9698,1,1,1,1,1575,422,4,4,477,11,67
SH,"Saint Helena, Ascension and Tristan da Cunha",6073,Worldometers,0,N/A,N/A,10/25/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SI,Slovenia,2078881,Worldometers,25.4,2015,Index Mundi,10/25/2020,125791,33,29,1,1,0,68,29,72,72,39,43,0,0,72,54,74,54,72,43,0,0,2,25,2,2,5,2,2,2,2,222,3,53,20,2,2,4681,4682,1756,3,0,0,1082,34,1,0,3635,3636,0,0,0,0,0,0,58,36,943,632,627,645,31,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,0,0,0,8,1,0,0,0,10,10,10,10,31,154,0,0,31,31,232,32,32,23,573,3642,5560,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,82,3696,5,3744,0,0,675,17,715,56,674,651,44,46,4,20,41,20,5,1158,1159,1159,1159,1158,31,5,5,240,0,0,0,0,0,0,0,0,19,3,2455,0,0,4673,29,42,928,928,929,6561,2384,2,232,1275,80,1275,8,0,0,0,1249,5,1293,172,4941,0,0,0,0,0,2109,44,46,1213,1213,431,1085,1548,49,49,49,49,49,49,49,33,1317,0,0,678,0,0,0,0,0,0,111,134,2,14,34,0,20,1,214,3209,3210,3210,731,559,5509,169,0,3,109,0,2,45,0,0,142,142,197,218,219,219,19,31,2,0,2,40,2,45,0,0,0,60,0,123,0,79,739,660,1,1,0,2,33,33,33,0,0,0,0,29,29,0,30,1305,2,0,0,0,0,0,0,48,1,1502,1502,326,1502,1502,2,31,1722,1722,1721,163,1721,263,0,0,0,0,51,12,0,0,14,0,4
SJ,Svalbard and Jan Mayen,2428,Statistics Norway,0,N/A,N/A,10/25/2020,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0,0,1,0,0,0,5,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,5,4,0,0,1,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SK,Slovak Republic,5459116,Worldometers,26.5,2015,Index Mundi,10/25/2020,210127,96,31,2,5,3,84,24,98,98,59,74,0,0,98,381,49,84,98,74,0,0,0,29,0,0,4,0,0,0,0,351,0,376,72,0,0,7789,7789,3658,0,0,0,1536,97,0,0,7103,7103,3,3,3,3,3,0,55,38,1309,897,896,916,49,0,0,0,0,0,0,0,1,1,1,0,0,0,4,1,1,1,1,1,1,1,0,0,0,14,1,0,0,0,15,15,15,15,50,97,0,0,336,336,394,345,345,326,1486,7113,9822,97,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,10,97,6449,64,6526,0,0,959,20,1015,65,961,933,94,302,4,22,42,22,12,1603,1609,1609,1609,1609,339,12,12,424,0,0,0,0,0,0,0,0,11,13,4123,0,0,7729,48,42,1227,1228,1228,11228,4067,0,271,1737,116,1739,23,0,0,0,2478,12,1759,235,8055,0,0,0,0,0,9297,93,291,1632,1632,529,1494,1849,48,48,48,48,48,48,48,112,1771,3,3,974,0,0,0,0,0,0,75,148,7,22,85,0,21,2,284,5686,5685,5686,1570,1334,9406,343,0,6,126,0,0,60,0,0,143,143,199,207,207,207,64,44,0,0,0,299,16,306,0,0,0,64,1,129,0,101,1065,964,38,38,0,0,114,114,114,0,0,0,0,40,40,2,43,1772,0,0,0,0,0,0,0,49,1,1878,1878,261,1879,1878,3,343,2024,2024,2024,186,2024,180,0,0,0,0,52,75,0,0,13,1,11
SL,Sierra Leone,7942879,Worldometers,34,2011,Index Mundi,10/25/2020,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,35,35,11,0,0,0,3,0,0,0,29,29,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,2,2,2,2,4,29,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0,28,0,0,3,0,7,5,3,2,0,0,0,0,0,0,0,3,3,3,3,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,31,0,0,36,0,0,8,8,8,47,29,0,1,4,0,4,0,0,0,0,10,0,4,0,41,0,0,0,0,0,51,0,0,4,4,1,3,4,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,33,33,33,2,2,43,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,1,4,4,0,2,4,4,4,0,4,1,0,0,0,0,0,4,0,0,0,0,0
SM,San Marino,33917,Worldometers,0,N/A,N/A,10/25/2020,4337,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,181,60,0,0,0,39,0,0,0,165,165,0,0,0,0,0,0,1,1,37,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,18,165,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,151,0,153,0,0,28,0,28,0,28,24,1,1,0,0,0,0,0,42,42,42,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,183,0,0,29,29,29,300,59,0,3,44,0,44,0,0,0,0,19,0,44,2,182,0,0,0,0,0,15,0,0,41,41,8,40,48,0,0,0,0,0,0,0,6,45,0,0,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,74,74,74,13,11,194,7,0,0,0,0,0,0,0,0,3,3,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,30,30,0,0,0,0,7,7,7,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,50,50,3,50,50,0,0,56,56,56,3,56,2,0,0,0,0,0,1,0,0,0,0,0
SN,Senegal,16649599,Worldometers,40.3,2011,Index Mundi,10/25/2020,8050,0,2,0,0,0,0,0,1,1,5,1,0,0,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,10,0,4,1,0,0,332,332,105,0,0,0,67,0,0,0,330,330,0,0,0,0,0,0,5,4,41,19,19,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,3,3,11,3,3,3,84,335,403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,293,0,294,0,0,22,2,26,7,22,21,1,1,0,0,2,0,0,69,69,69,69,69,3,0,0,11,0,0,0,0,0,0,0,0,0,0,193,0,0,337,1,2,39,39,39,447,184,0,3,70,2,70,8,0,0,0,62,0,68,7,346,0,0,0,0,0,16,1,1,67,67,21,65,81,2,2,2,2,2,2,2,2,72,0,0,23,0,0,0,0,0,0,0,2,0,1,2,0,0,0,12,247,247,247,50,43,391,26,0,0,0,0,0,3,0,0,5,5,6,13,13,13,0,2,0,0,3,0,0,1,0,0,0,0,0,0,0,11,31,20,1,1,0,0,2,2,2,0,0,0,0,1,1,0,1,70,0,0,0,0,0,0,0,2,0,78,78,8,78,78,0,3,81,81,81,6,81,3,0,0,0,0,2,13,0,0,4,0,7
