smart_city,population_2020,population_source,overall_rating,overall_ranking,capture_date,totalcount,CVE-2017-1000369,CVE-2017-1000600,CVE-2017-1001000,CVE-2017-10140,CVE-2017-10391,CVE-2017-11142,CVE-2017-11143,CVE-2017-11144,CVE-2017-11145,CVE-2017-11147,CVE-2017-11362,CVE-2017-11364,CVE-2017-11612,CVE-2017-11628,CVE-2017-12172,CVE-2017-12868,CVE-2017-12932,CVE-2017-12933,CVE-2017-12934,CVE-2017-14595,CVE-2017-14596,CVE-2017-14718,CVE-2017-14719,CVE-2017-14720,CVE-2017-14721,CVE-2017-14722,CVE-2017-14723,CVE-2017-14724,CVE-2017-14725,CVE-2017-14726,CVE-2017-14798,CVE-2017-14990,CVE-2017-15098,CVE-2017-15099,CVE-2017-15130,CVE-2017-15132,CVE-2017-15710,CVE-2017-15715,CVE-2017-15906,CVE-2017-16510,CVE-2017-16633,CVE-2017-16634,CVE-2017-16642,CVE-2017-16944,CVE-2017-17091,CVE-2017-17663,CVE-2017-3167,CVE-2017-3169,CVE-2017-3239,CVE-2017-3247,CVE-2017-3249,CVE-2017-3250,CVE-2017-3626,CVE-2017-3730,CVE-2017-3731,CVE-2017-3732,CVE-2017-3735,CVE-2017-3736,CVE-2017-3737,CVE-2017-3738,CVE-2017-5340,CVE-2017-5487,CVE-2017-5488,CVE-2017-5489,CVE-2017-5490,CVE-2017-5491,CVE-2017-5492,CVE-2017-5493,CVE-2017-5610,CVE-2017-5611,CVE-2017-5612,CVE-2017-6377,CVE-2017-6379,CVE-2017-6381,CVE-2017-6441,CVE-2017-6514,CVE-2017-6814,CVE-2017-6815,CVE-2017-6816,CVE-2017-6817,CVE-2017-6818,CVE-2017-6819,CVE-2017-6919,CVE-2017-6920,CVE-2017-6921,CVE-2017-6922,CVE-2017-6923,CVE-2017-6924,CVE-2017-6925,CVE-2017-6926,CVE-2017-6927,CVE-2017-6928,CVE-2017-6929,CVE-2017-6932,CVE-2017-7189,CVE-2017-7269,CVE-2017-7272,CVE-2017-7418,CVE-2017-7484,CVE-2017-7485,CVE-2017-7486,CVE-2017-7546,CVE-2017-7547,CVE-2017-7548,CVE-2017-7659,CVE-2017-7668,CVE-2017-7679,CVE-2017-7890,CVE-2017-7963,CVE-2017-7983,CVE-2017-7984,CVE-2017-7986,CVE-2017-7987,CVE-2017-7988,CVE-2017-7989,CVE-2017-8057,CVE-2017-8295,CVE-2017-9061,CVE-2017-9062,CVE-2017-9063,CVE-2017-9064,CVE-2017-9065,CVE-2017-9066,CVE-2017-9067,CVE-2017-9118,CVE-2017-9120,CVE-2017-9788,CVE-2017-9789,CVE-2017-9798,CVE-2017-9933,CVE-2017-9934,CVE-2018-0732,CVE-2018-0733,CVE-2018-0734,CVE-2018-0735,CVE-2018-0737,CVE-2018-0739,CVE-2018-1000024,CVE-2018-1000027,CVE-2018-1000773,CVE-2018-10100,CVE-2018-10101,CVE-2018-10102,CVE-2018-1053,CVE-2018-10545,CVE-2018-10546,CVE-2018-10547,CVE-2018-10548,CVE-2018-10549,CVE-2018-1058,CVE-2018-10915,CVE-2018-10925,CVE-2018-1115,CVE-2018-11321,CVE-2018-11322,CVE-2018-11323,CVE-2018-11324,CVE-2018-11325,CVE-2018-11326,CVE-2018-11327,CVE-2018-11328,CVE-2018-1172,CVE-2018-11756,CVE-2018-11763,CVE-2018-12711,CVE-2018-12712,CVE-2018-1283,CVE-2018-12882,CVE-2018-12895,CVE-2018-1301,CVE-2018-1302,CVE-2018-1303,CVE-2018-1312,CVE-2018-1333,CVE-2018-14028,CVE-2018-14851,CVE-2018-14883,CVE-2018-14884,CVE-2018-15132,CVE-2018-15473,CVE-2018-15880,CVE-2018-15881,CVE-2018-15882,CVE-2018-15919,CVE-2018-16850,CVE-2018-17082,CVE-2018-17189,CVE-2018-17199,CVE-2018-17855,CVE-2018-17856,CVE-2018-17857,CVE-2018-17858,CVE-2018-17859,CVE-2018-19052,CVE-2018-19131,CVE-2018-19132,CVE-2018-19395,CVE-2018-19396,CVE-2018-19518,CVE-2018-19520,CVE-2018-19935,CVE-2018-20147,CVE-2018-20148,CVE-2018-20149,CVE-2018-20150,CVE-2018-20151,CVE-2018-20152,CVE-2018-20153,CVE-2018-20685,CVE-2018-20783,CVE-2018-2911,CVE-2018-3152,CVE-2018-5407,CVE-2018-6376,CVE-2018-6377,CVE-2018-6378,CVE-2018-6379,CVE-2018-6380,CVE-2018-6389,CVE-2018-6789,CVE-2018-7584,CVE-2018-7600,CVE-2018-7602,CVE-2018-8011,CVE-2018-8045,CVE-2018-8581,CVE-2018-9861,CVE-2019-0190,CVE-2019-0196,CVE-2019-0197,CVE-2019-0211,CVE-2019-0215,CVE-2019-0217,CVE-2019-0220,CVE-2019-0708,CVE-2019-10129,CVE-2019-10130,CVE-2019-10149,CVE-2019-10164,CVE-2019-10691,CVE-2019-10909,CVE-2019-10945,CVE-2019-10946,CVE-2019-11034,CVE-2019-11035,CVE-2019-11036,CVE-2019-11038,CVE-2019-11039,CVE-2019-11040,CVE-2019-11072,CVE-2019-11358,CVE-2019-11510,CVE-2019-11809,CVE-2019-11876,CVE-2019-12525,CVE-2019-12527,CVE-2019-12529,CVE-2019-12764,CVE-2019-12765,CVE-2019-12766,CVE-2019-12815,CVE-2019-13345,CVE-2019-13917,CVE-2019-14654,CVE-2019-1543,CVE-2019-1552,CVE-2019-1559,CVE-2019-1652,CVE-2019-1653,CVE-2019-19781,CVE-2019-3814,CVE-2019-6109,CVE-2019-6110,CVE-2019-6111,CVE-2019-6261,CVE-2019-6262,CVE-2019-6263,CVE-2019-6264,CVE-2019-6338,CVE-2019-6339,CVE-2019-6340,CVE-2019-6341,CVE-2019-6977,CVE-2019-7524,CVE-2019-7739,CVE-2019-7740,CVE-2019-7741,CVE-2019-7742,CVE-2019-7743,CVE-2019-7744,CVE-2019-8942,CVE-2019-8943,CVE-2019-9020,CVE-2019-9021,CVE-2019-9022,CVE-2019-9023,CVE-2019-9024,CVE-2019-9025,CVE-2019-9193,CVE-2019-9637,CVE-2019-9638,CVE-2019-9639,CVE-2019-9640,CVE-2019-9641,CVE-2019-9675,CVE-2019-9711,CVE-2019-9712,CVE-2019-9713,CVE-2019-9714,CVE-2019-9787,CVE-2020-0796,CVE-2020-11651,CVE-2020-11652,CVE-2020-1938,CVE-2020-5902,MS17-010
Ho Chi Minh City,8602317,World Population Review,4,65,02/08/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hong Kong,7547652,World Population Review,7,37,02/08/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyderabad,10004144,World Population Review,4,67,02/08/2020,65087,5,4,0,0,0,11,3,11,11,9,8,0,0,11,33,6,14,11,8,0,0,0,4,0,0,0,0,0,0,0,23,0,33,8,0,0,1289,1289,1951,0,0,0,620,5,0,0,912,912,0,0,0,0,0,0,25,20,1631,1554,1553,1558,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,3,7,67,0,0,15,15,29,17,17,9,33,913,1625,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,16,982,9,1005,0,0,1582,5,1642,69,1583,1570,10,10,5,3,6,3,2,650,661,661,661,661,18,2,2,33,0,0,0,0,0,0,0,0,0,0,833,0,0,1285,18,5,243,243,243,1942,547,0,265,680,226,680,16,0,0,0,1412,2,682,43,1633,0,0,0,0,0,314,10,10,661,661,338,419,972,12,12,12,12,12,12,12,10,685,0,0,1583,0,0,0,0,0,0,5,246,7,10,23,0,4,0,98,915,915,915,81,39,1665,154,0,1,16,0,0,13,0,0,240,240,261,269,269,269,11,13,0,0,1,6,1,11,0,0,0,9,0,16,0,76,1646,1570,13,13,4,0,9,9,9,0,0,0,0,12,12,1,13,683,0,0,0,0,0,0,0,12,0,955,955,522,955,955,1,17,996,996,996,256,996,496,0,0,0,0,12,146,0,0,38,0,18
Jakarta,10770487,World Population Review,3,81,02/08/2020,447364,27,44,3,0,0,978,920,1031,1032,48,111,0,0,1033,432,91,137,1033,111,0,0,1,38,1,1,9,1,1,1,1,156,0,387,166,0,0,11555,11555,6525,0,0,0,6665,27,0,0,7654,7655,0,0,0,0,0,0,1941,1092,5785,3357,3358,3396,30,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,3,3,3,0,0,0,4,0,0,0,0,5,5,5,5,31,199,3,0,199,199,311,261,261,191,1027,7659,12253,1042,3,0,0,0,0,0,0,0,2,2,2,2,2,2,2,381,4,172,8922,97,9028,0,0,3680,38,4105,235,3680,3485,297,298,5,27,53,27,30,6931,6952,6952,6951,6951,217,30,30,333,0,0,0,0,0,0,0,0,41,4,6894,0,0,11604,160,55,2559,2558,2558,15068,6281,1,510,7151,227,7150,13,0,0,0,5126,30,7207,664,12811,0,0,0,0,0,1598,299,300,6990,6990,3217,6680,8856,63,63,63,63,63,63,63,479,7189,0,0,3865,0,0,0,0,0,0,23,334,0,5,210,0,15,0,895,8292,8292,8292,1376,721,13435,403,0,18,209,0,0,20,0,0,522,522,852,908,908,908,17,12,1,0,1,311,31,327,0,0,0,41,1,214,0,390,4716,4326,6,6,5,0,478,478,478,0,0,0,0,10,10,0,12,7159,0,0,0,0,0,0,0,65,4,8409,8409,822,8407,8407,20,212,9303,9303,9303,657,9303,596,0,0,0,0,71,305,0,0,54,5,43
Kiev,2988176,World Population Review,2,92,02/08/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krakow,768731,World Population Review,4,69,02/08/2020,54034,19,25,0,1,1,25,15,26,26,7,11,0,0,26,58,7,13,26,11,0,0,1,21,1,1,3,1,1,1,1,41,0,55,32,0,0,1916,1916,757,0,0,0,340,19,0,0,2011,2011,1,1,1,1,1,0,10,5,709,479,480,481,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,4,4,7,10,0,0,41,41,68,46,46,41,511,2008,2564,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,20,1598,2,1624,0,0,485,1,500,17,485,480,17,17,1,19,27,19,8,355,360,360,360,360,43,8,8,78,0,0,0,0,0,0,0,0,3,1,1110,0,0,1912,16,27,290,290,290,2888,1096,0,79,415,16,415,10,0,0,0,549,8,416,39,1976,0,0,0,0,0,896,19,19,388,388,148,362,456,28,28,28,28,28,28,28,27,423,1,1,482,0,0,0,0,0,0,33,26,1,5,10,0,1,0,51,1516,1516,1516,410,371,2333,46,0,3,109,0,0,14,0,0,23,23,39,40,40,40,18,10,1,0,0,18,1,20,0,0,0,33,0,111,0,18,497,479,5,5,0,0,26,26,26,0,0,0,0,8,8,0,9,418,0,0,0,0,0,0,0,28,0,463,463,63,463,463,0,42,511,511,511,40,511,41,0,0,0,0,28,22,1,1,6,0,2
Kuala Lumpur,7996830,World Population Review,4,70,02/08/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lagos,14368332,World Population Review,1,102,02/08/2020,21107,3,1,0,0,0,13,9,15,15,4,6,0,0,15,17,3,11,15,6,0,0,1,1,1,1,1,1,1,1,1,4,0,16,9,0,0,669,669,455,0,0,0,290,3,0,0,360,360,0,0,0,0,0,0,8,5,148,93,93,93,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,9,9,12,10,10,9,71,361,681,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,6,517,4,526,0,0,98,0,106,7,98,94,8,8,0,1,1,1,0,300,303,303,303,303,9,0,0,13,0,0,0,0,0,0,0,0,1,0,333,0,0,669,9,2,145,145,145,835,317,0,26,314,11,314,3,0,0,0,298,0,315,9,704,0,0,0,0,0,1277,8,8,306,306,188,291,349,2,2,2,2,2,2,2,7,310,0,0,100,0,0,0,0,0,0,0,12,0,0,9,0,12,0,20,373,373,373,38,29,724,37,0,0,2,0,0,1,0,0,22,22,35,36,36,36,0,1,0,0,0,7,0,8,0,0,0,2,0,2,0,13,112,99,3,3,0,0,7,7,7,0,0,0,0,1,1,0,1,307,0,0,0,0,0,0,0,2,4,325,325,36,325,325,2,9,370,370,370,31,370,23,0,0,0,0,6,31,0,0,9,0,11
Lisbon,2956879,World Population Review,4,76,02/08/2020,75735,4,24,0,0,0,26,18,30,30,16,12,3,3,28,28,47,16,28,10,0,3,0,20,0,0,5,0,0,0,0,19,1,28,14,1,1,2085,2085,1553,1,1,1,850,6,0,0,1558,1558,0,0,0,0,0,0,36,28,453,285,285,286,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,9,9,9,8,142,0,0,20,20,26,21,21,20,238,1563,2420,27,0,3,0,3,0,2,0,0,0,0,0,0,0,0,0,82,0,33,1470,1,1501,2,2,304,1,333,30,304,292,731,731,1,14,33,14,4,893,903,903,903,903,21,4,4,33,4,4,4,4,4,4,4,4,699,0,1327,3,3,2159,42,30,660,660,660,3132,1268,0,166,1014,25,1015,3,4,4,4,934,4,1025,51,2347,5,4,2,4,4,1253,731,731,966,966,326,910,1160,33,33,33,33,33,33,33,76,1027,0,0,301,4,4,4,4,4,0,36,39,0,10,85,1,16,0,90,1644,1645,1646,290,240,2585,110,0,2,111,0,1,34,5,1,70,70,119,131,131,131,18,28,0,3,2,726,3,734,4,0,1,28,0,111,0,52,354,302,3,3,0,1,74,74,74,3,3,3,3,28,28,0,28,1026,1,3,3,3,4,3,3,32,0,1139,1139,176,1139,1138,10,21,1278,1278,1278,111,1277,116,1,1,1,1,32,77,0,0,7,0,2
London,9304016,World Population Review,7,20,02/08/2020,2808970,1192,507,29,0,1,584,217,979,980,157,763,1,1,981,2608,623,1154,981,763,0,1,14,411,14,14,114,14,14,14,14,341,27,2598,703,11,11,106967,106968,86494,27,0,0,17581,1205,9,0,46386,46386,1,1,1,1,1,0,127,104,11388,10643,10624,10687,128,3,3,3,3,3,3,3,4,4,4,11,11,10,10,22,22,22,22,22,22,22,12,12,16,110,18,18,18,0,104,104,116,104,195,157,10,0,932,932,1041,976,976,814,6089,46472,78240,982,34,1,0,1,0,0,0,0,12,12,12,12,12,12,12,1571,22,3905,66752,38,68115,0,0,10988,63,11647,808,10988,10854,50048,53123,130,303,759,303,75,19525,19623,19623,19627,19627,965,75,75,1080,1,1,1,1,1,1,1,1,12606,21,71907,0,0,107470,342,805,39845,39846,39849,119859,70785,25,3825,21074,1494,21077,422,1,1,1,70222,75,22465,2972,112371,2,1,1,1,1,2657,50139,53223,22059,22058,6743,17585,27966,989,989,989,990,990,990,990,5504,22537,1,1,10950,1,1,1,1,1,10,625,2767,97,165,624,0,129,65,3626,79766,79772,79772,8000,5033,116961,466,0,31,1253,0,11,767,2,1,3059,3059,4939,5390,5390,5391,175,588,1,1,89,32949,166,52764,2,0,1,388,48,1254,0,916,11771,10857,9,9,5,11,5462,5462,5462,1,1,1,1,521,521,93,575,22253,11,1,1,1,2,1,1,998,39,25338,25340,7929,25344,25343,32,958,29361,29364,29362,3161,29366,6373,1,1,1,1,1107,202,2,2,267,3,147
Los Angeles,4015940,World Population Review,7,35,02/08/2020,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,1,3,1,0,1,3,0,3,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,3,3,1,3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,4,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Lyon,1719268,World Population Review,7,23,02/08/2020,50042,1,3,1,0,0,12,6,16,16,5,10,0,0,16,13,6,11,16,10,0,0,0,3,0,0,1,0,0,0,0,10,0,10,7,0,0,2581,2582,500,0,0,0,224,1,0,0,794,794,0,0,0,0,0,0,8,4,952,887,887,889,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,3,23,2,0,7,7,11,11,11,7,210,789,2683,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,14,2360,0,2429,0,0,881,2,894,13,880,874,24,24,0,2,3,2,0,237,239,239,239,239,7,0,0,18,0,0,0,0,0,0,0,0,10,1,597,0,0,2553,6,4,149,149,149,2875,573,0,68,283,16,283,18,0,0,0,382,0,284,12,2594,0,0,0,0,0,261,24,24,272,272,115,251,333,4,4,4,4,4,4,4,42,311,0,0,867,0,0,0,0,0,0,1,25,1,2,16,0,6,0,26,853,853,853,252,240,2815,38,0,0,1,0,0,11,0,0,41,41,50,53,53,53,14,9,0,0,0,23,0,23,0,0,0,18,0,1,0,15,876,861,5,5,0,0,40,40,40,0,0,0,0,8,8,0,9,290,0,0,0,0,0,0,0,4,0,336,336,62,336,336,0,8,363,363,363,45,363,31,0,0,0,0,5,9,0,0,0,0,1
Madrid,6617513,World Population Review,7,21,02/08/2020,197341,33,32,1,0,0,62,32,69,69,31,37,0,0,69,61,50,55,69,37,0,0,2,29,2,2,6,2,2,2,2,43,1,58,33,0,0,6225,6226,5955,1,0,0,1886,34,1,0,5181,5181,0,0,0,0,0,0,62,44,1213,826,819,846,23,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,10,10,10,10,25,386,0,0,44,44,72,48,48,38,939,5179,7631,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,2,61,5138,11,5214,0,0,888,27,983,107,888,866,2211,2702,12,21,49,21,8,1983,1998,2000,2000,2001,45,8,8,80,0,0,0,0,0,0,0,0,83,4,3271,0,0,6263,36,44,1029,1029,1029,8806,3152,2,262,2146,83,2145,10,0,0,0,3378,8,2154,151,6605,0,0,0,0,0,2915,2200,2691,2042,2042,551,1919,2369,65,65,65,65,65,65,65,76,2145,0,0,896,0,0,0,0,0,0,17,125,13,15,77,0,23,9,225,4349,4349,4349,1072,924,7492,456,0,3,53,0,0,69,0,0,161,161,205,242,242,242,108,56,6,0,1,2613,16,2670,0,0,0,75,0,53,0,129,999,869,3,3,1,0,72,72,72,0,0,0,0,56,56,4,56,2126,0,0,0,0,0,0,0,63,2,2345,2345,303,2343,2345,3,44,2569,2567,2567,181,2566,235,0,0,0,0,68,254,0,0,6,0,12
Makassar,1583553,World Population Review,3,80,02/08/2020,17827,0,0,0,0,0,55,55,55,55,4,0,0,0,55,12,23,0,55,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,5,0,0,326,326,65,0,0,0,169,0,0,0,233,233,0,0,0,0,0,0,79,28,156,93,93,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,6,6,5,35,234,301,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,251,6,252,0,0,111,4,123,9,111,102,2,2,0,0,0,0,0,190,190,190,190,190,6,0,0,8,0,0,0,0,0,0,0,0,1,0,252,0,0,336,12,0,80,80,80,395,232,0,16,197,1,197,0,0,0,0,48,0,197,63,415,0,0,0,0,0,35,2,2,183,183,120,182,204,0,0,0,0,0,0,0,0,184,0,0,111,0,0,0,0,0,0,0,10,0,0,7,0,0,0,261,371,371,371,120,57,469,21,0,0,0,0,0,0,0,0,252,252,264,265,265,265,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,225,515,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,196,196,262,198,198,2,5,673,673,673,264,673,251,0,0,0,0,0,15,0,0,1,0,3
Manila,13923452,World Population Review,2,94,02/08/2020,16963,0,4,0,0,0,12,8,12,12,3,4,0,0,12,7,5,4,12,4,0,0,0,4,0,0,0,0,0,0,0,2,0,7,6,0,0,333,333,429,0,0,0,283,0,0,0,336,336,0,0,0,0,0,0,13,9,117,53,51,55,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,3,4,21,0,0,7,7,8,7,7,7,17,346,506,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,265,9,269,0,0,67,4,84,31,67,55,143,143,0,4,4,4,0,322,326,326,326,326,7,0,0,8,0,0,0,0,0,0,0,0,1,0,174,0,0,330,14,4,61,61,61,594,164,0,25,338,9,338,0,0,0,0,346,0,342,16,369,0,0,0,0,0,61,142,142,325,325,60,314,352,4,4,4,4,4,4,4,5,349,0,0,67,0,0,0,0,0,0,0,13,0,3,19,0,2,0,31,209,209,209,34,18,385,29,0,0,0,0,0,3,0,0,20,20,35,36,36,36,0,3,0,0,2,134,0,141,0,0,0,0,0,0,0,36,91,55,2,2,0,0,4,4,4,0,0,0,0,3,3,0,3,360,0,0,0,0,0,0,0,4,0,371,371,38,371,371,4,7,376,376,377,33,377,19,0,0,0,0,4,14,0,0,1,0,0
