port,port_number,totalcount,CVE-2017-1000369,CVE-2017-1000600,CVE-2017-1001000,CVE-2017-10140,CVE-2017-10391,CVE-2017-11142,CVE-2017-11143,CVE-2017-11144,CVE-2017-11145,CVE-2017-11147,CVE-2017-11362,CVE-2017-11364,CVE-2017-11612,CVE-2017-11628,CVE-2017-12172,CVE-2017-12868,CVE-2017-12932,CVE-2017-12933,CVE-2017-12934,CVE-2017-14595,CVE-2017-14596,CVE-2017-14718,CVE-2017-14719,CVE-2017-14720,CVE-2017-14721,CVE-2017-14722,CVE-2017-14723,CVE-2017-14724,CVE-2017-14725,CVE-2017-14726,CVE-2017-14798,CVE-2017-14990,CVE-2017-15098,CVE-2017-15099,CVE-2017-15130,CVE-2017-15132,CVE-2017-15710,CVE-2017-15715,CVE-2017-15906,CVE-2017-16510,CVE-2017-16633,CVE-2017-16634,CVE-2017-16642,CVE-2017-16944,CVE-2017-17091,CVE-2017-17663,CVE-2017-3167,CVE-2017-3169,CVE-2017-3239,CVE-2017-3247,CVE-2017-3249,CVE-2017-3250,CVE-2017-3626,CVE-2017-3730,CVE-2017-3731,CVE-2017-3732,CVE-2017-3735,CVE-2017-3736,CVE-2017-3737,CVE-2017-3738,CVE-2017-5340,CVE-2017-5487,CVE-2017-5488,CVE-2017-5489,CVE-2017-5490,CVE-2017-5491,CVE-2017-5492,CVE-2017-5493,CVE-2017-5610,CVE-2017-5611,CVE-2017-5612,CVE-2017-6377,CVE-2017-6379,CVE-2017-6381,CVE-2017-6441,CVE-2017-6514,CVE-2017-6814,CVE-2017-6815,CVE-2017-6816,CVE-2017-6817,CVE-2017-6818,CVE-2017-6819,CVE-2017-6919,CVE-2017-6920,CVE-2017-6921,CVE-2017-6922,CVE-2017-6923,CVE-2017-6924,CVE-2017-6925,CVE-2017-6926,CVE-2017-6927,CVE-2017-6928,CVE-2017-6929,CVE-2017-6932,CVE-2017-7189,CVE-2017-7269,CVE-2017-7272,CVE-2017-7418,CVE-2017-7484,CVE-2017-7485,CVE-2017-7486,CVE-2017-7546,CVE-2017-7547,CVE-2017-7548,CVE-2017-7659,CVE-2017-7668,CVE-2017-7679,CVE-2017-7890,CVE-2017-7963,CVE-2017-7983,CVE-2017-7984,CVE-2017-7986,CVE-2017-7987,CVE-2017-7988,CVE-2017-7989,CVE-2017-8057,CVE-2017-8295,CVE-2017-9061,CVE-2017-9062,CVE-2017-9063,CVE-2017-9064,CVE-2017-9065,CVE-2017-9066,CVE-2017-9067,CVE-2017-9118,CVE-2017-9120,CVE-2017-9788,CVE-2017-9789,CVE-2017-9798,CVE-2017-9933,CVE-2017-9934,CVE-2018-0732,CVE-2018-0733,CVE-2018-0734,CVE-2018-0735,CVE-2018-0737,CVE-2018-0739,CVE-2018-1000024,CVE-2018-1000027,CVE-2018-1000773,CVE-2018-10100,CVE-2018-10101,CVE-2018-10102,CVE-2018-1053,CVE-2018-10545,CVE-2018-10546,CVE-2018-10547,CVE-2018-10548,CVE-2018-10549,CVE-2018-1058,CVE-2018-10915,CVE-2018-10925,CVE-2018-1115,CVE-2018-11321,CVE-2018-11322,CVE-2018-11323,CVE-2018-11324,CVE-2018-11325,CVE-2018-11326,CVE-2018-11327,CVE-2018-11328,CVE-2018-1172,CVE-2018-11756,CVE-2018-11763,CVE-2018-12711,CVE-2018-12712,CVE-2018-1283,CVE-2018-12882,CVE-2018-12895,CVE-2018-1301,CVE-2018-1302,CVE-2018-1303,CVE-2018-1312,CVE-2018-1333,CVE-2018-14028,CVE-2018-14851,CVE-2018-14883,CVE-2018-14884,CVE-2018-15132,CVE-2018-15473,CVE-2018-15880,CVE-2018-15881,CVE-2018-15882,CVE-2018-15919,CVE-2018-16850,CVE-2018-17082,CVE-2018-17189,CVE-2018-17199,CVE-2018-17855,CVE-2018-17856,CVE-2018-17857,CVE-2018-17858,CVE-2018-17859,CVE-2018-19052,CVE-2018-19131,CVE-2018-19132,CVE-2018-19395,CVE-2018-19396,CVE-2018-19518,CVE-2018-19520,CVE-2018-19935,CVE-2018-20147,CVE-2018-20148,CVE-2018-20149,CVE-2018-20150,CVE-2018-20151,CVE-2018-20152,CVE-2018-20153,CVE-2018-20685,CVE-2018-20783,CVE-2018-2911,CVE-2018-3152,CVE-2018-5407,CVE-2018-6376,CVE-2018-6377,CVE-2018-6378,CVE-2018-6379,CVE-2018-6380,CVE-2018-6389,CVE-2018-6789,CVE-2018-7584,CVE-2018-7600,CVE-2018-7602,CVE-2018-8011,CVE-2018-8045,CVE-2018-8581,CVE-2018-9861,CVE-2019-0190,CVE-2019-0196,CVE-2019-0197,CVE-2019-0211,CVE-2019-0215,CVE-2019-0217,CVE-2019-0220,CVE-2019-0708,CVE-2019-10129,CVE-2019-10130,CVE-2019-10149,CVE-2019-10164,CVE-2019-10691,CVE-2019-10909,CVE-2019-10945,CVE-2019-10946,CVE-2019-11034,CVE-2019-11035,CVE-2019-11036,CVE-2019-11038,CVE-2019-11039,CVE-2019-11040,CVE-2019-11072,CVE-2019-11358,CVE-2019-11510,CVE-2019-11809,CVE-2019-11876,CVE-2019-12525,CVE-2019-12527,CVE-2019-12529,CVE-2019-12764,CVE-2019-12765,CVE-2019-12766,CVE-2019-12815,CVE-2019-13345,CVE-2019-13917,CVE-2019-14654,CVE-2019-1543,CVE-2019-1552,CVE-2019-1559,CVE-2019-1652,CVE-2019-1653,CVE-2019-19781,CVE-2019-3814,CVE-2019-6109,CVE-2019-6110,CVE-2019-6111,CVE-2019-6261,CVE-2019-6262,CVE-2019-6263,CVE-2019-6264,CVE-2019-6338,CVE-2019-6339,CVE-2019-6340,CVE-2019-6341,CVE-2019-6977,CVE-2019-7524,CVE-2019-7739,CVE-2019-7740,CVE-2019-7741,CVE-2019-7742,CVE-2019-7743,CVE-2019-7744,CVE-2019-8942,CVE-2019-8943,CVE-2019-9020,CVE-2019-9021,CVE-2019-9022,CVE-2019-9023,CVE-2019-9024,CVE-2019-9025,CVE-2019-9193,CVE-2019-9637,CVE-2019-9638,CVE-2019-9639,CVE-2019-9640,CVE-2019-9641,CVE-2019-9675,CVE-2019-9711,CVE-2019-9712,CVE-2019-9713,CVE-2019-9714,CVE-2019-9787,CVE-2020-0796,CVE-2020-11651,CVE-2020-11652,CVE-2020-1938,CVE-2020-5902,MS17-010
Port 5025,5025,24777,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,1045,0,0,0,0,0,0,0,0,0,0,0,8,8,32,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,21,21,0,0,0,0,0,0,0,1050,1051,1051,1051,1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1057,0,1057,2,0,0,0,114,0,1058,0,0,0,0,0,0,0,0,0,0,1059,1059,6,1059,1062,0,0,0,0,0,0,0,3,1062,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,1031,0,0,0,0,0,0,0,0,0,1035,1052,3,1052,1052,0,0,1053,1053,1053,3,1053,0,0,0,0,0,0,0,0,0,0,0,0
Port 5190,5190,3813,0,0,0,0,0,1,1,2,2,0,1,0,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,7,6,18,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,14,1,12,11,0,0,0,0,0,0,0,73,73,73,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,20,91,2,91,0,0,0,0,9,0,92,0,0,0,0,0,0,0,0,0,0,90,90,26,87,215,0,0,0,0,0,0,0,2,110,0,0,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,124,126,126,126,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,15,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,137,140,57,140,140,0,0,180,180,180,75,180,4,0,0,0,0,0,0,0,0,0,0,0
Port 5432,5432,3542208,0,0,0,0,0,13,9,14,14,5,5,0,0,14,272582,2,5,14,5,0,0,0,0,0,0,0,0,0,0,0,106032,0,268671,58747,0,0,1037,1037,204,0,0,0,1082,0,0,0,594,594,0,0,0,0,0,0,41,30,131,76,75,87,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33,0,0,244422,244422,272055,250528,250530,202990,72,594,678,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,455,4,465,0,0,98,12,112,20,98,91,515,522,0,0,0,0,130427,1097,1098,1098,1098,1098,246851,130430,130431,290634,0,0,0,0,0,0,0,0,263,1,734,0,0,1037,7,0,577,577,577,1271,720,0,187,1275,8,1275,0,0,0,0,147,130452,1278,18,1071,0,0,0,0,0,170,516,523,1267,1267,218,1256,2346,0,0,0,0,0,0,0,11,1508,0,0,107,0,0,0,0,0,0,0,11,0,0,8,0,0,0,26,797,797,797,58,40,1113,0,0,4175,0,0,0,0,0,0,1064,1063,1071,1071,1071,1071,7,0,0,0,0,684,163,684,0,0,0,0,37,0,0,32,129,97,0,0,0,0,11,11,11,0,0,0,0,0,0,0,0,1240,0,0,0,0,0,0,0,0,0,1681,1701,457,1701,1701,1,243734,2100,2100,2100,685,2100,15,0,0,0,0,0,0,0,0,0,0,0
Port 5555,5555,86241,0,1,0,0,0,271,20,277,277,250,257,0,0,277,0,5,263,277,257,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2715,0,0,0,2340,0,0,0,0,0,0,0,0,0,0,0,80,47,395,236,204,248,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,31,0,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,264,0,0,0,0,0,299,44,350,87,299,253,0,0,0,1,1,1,0,2377,2378,2378,2378,2378,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,20,1,0,0,0,0,0,0,520,2615,270,2616,1,0,0,0,1722,0,2624,0,0,0,0,0,0,0,0,0,0,2594,2594,625,2306,3638,1,1,1,1,1,1,1,18,2888,0,0,314,0,0,0,0,0,0,0,282,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1021,1020,1049,1052,1052,1052,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,116,391,275,0,0,0,0,18,18,18,0,0,0,0,2,2,0,2,2586,0,0,0,0,0,0,0,1,0,3120,3162,833,3163,3163,2,0,3374,3374,3374,579,3374,301,0,0,0,0,1,0,0,0,0,0,0
Port 5900,5900,71425,0,0,0,0,0,12,12,13,13,0,1,0,0,13,0,1,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,912,912,3916,0,0,0,1285,0,0,0,444,444,0,0,0,0,0,0,37,24,157,81,80,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,87,444,561,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,311,3,318,0,0,109,9,122,16,109,93,69,78,0,0,0,0,0,1295,1296,1296,1296,1296,0,0,0,0,0,0,0,0,0,0,0,0,2,1,773,0,0,913,6,0,595,595,595,1167,755,0,194,1484,4,1484,0,0,0,0,3923,0,1486,19,954,0,0,0,0,0,186,69,78,1474,1474,227,1466,2422,0,0,0,0,0,0,0,10,1720,0,0,118,0,0,0,0,0,0,0,8,0,0,9,0,0,0,28,848,848,848,70,51,1005,0,0,0,0,0,0,0,0,0,949,949,954,955,954,954,7,0,0,0,0,247,170,248,0,0,0,1,38,0,0,30,142,112,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,1437,0,0,0,0,0,0,0,0,0,1902,1924,477,1924,1924,1,0,2282,2282,2282,714,2282,13,0,0,0,0,0,0,0,0,0,0,0
Port 7070,7070,28620,0,0,0,0,0,12,10,12,12,2,2,0,0,12,0,0,2,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1347,1347,24,0,0,0,274,0,0,0,331,331,0,0,0,0,0,0,8,4,59,48,48,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,18,331,593,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,2,466,0,467,0,0,52,2,57,8,52,51,12,12,0,0,0,0,0,278,280,280,280,280,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1090,0,0,1354,2,0,886,886,886,1482,1086,0,8,283,3,283,0,0,0,0,21,0,284,3,1363,0,0,0,0,0,117,12,12,238,238,29,235,455,0,0,0,0,0,0,0,0,286,0,0,52,0,0,0,0,0,0,0,3,0,0,2,0,0,0,9,1123,1123,1123,31,28,1391,0,0,0,0,0,0,1,0,0,8,8,10,11,11,11,1,1,0,0,0,24,14,25,0,0,0,1,4,0,0,12,57,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,263,0,0,0,0,0,0,0,0,0,452,456,195,456,456,0,0,488,488,488,9,488,194,0,0,0,0,0,0,0,0,0,0,0
Port 7080,7080,15012,0,14,0,0,0,12,11,15,15,1,4,0,0,15,0,19,7,15,4,0,0,0,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,384,0,0,0,0,0,0,0,0,0,0,0,5,4,33,20,20,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,30,0,9,0,0,0,0,0,28,2,38,4,28,26,0,0,6,7,18,7,0,404,406,406,406,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,0,0,0,0,0,1,27,414,10,414,0,0,0,0,12,0,417,0,0,0,0,0,0,0,0,0,0,407,407,56,390,792,25,25,25,25,25,25,25,0,420,0,0,37,0,0,0,0,0,0,0,24,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,27,27,39,63,63,63,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,42,34,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,401,0,0,0,0,0,0,0,24,0,721,731,340,731,731,0,0,897,897,897,33,897,331,0,0,0,0,25,0,0,0,0,0,0
Port 7443,7443,72656,0,0,0,0,0,41,18,42,42,44,24,0,0,42,0,8,25,42,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,22,14,14,14,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,32,0,0,0,0,0,17,0,116,98,17,15,0,0,0,0,1,0,0,2050,2056,2056,2056,2056,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,25,1,0,0,0,0,0,0,72,2074,37,2074,0,0,0,0,80,0,2077,0,0,0,0,0,0,0,0,0,0,2050,2050,175,2003,4191,1,1,1,1,1,1,1,3,2087,0,0,18,0,0,0,0,0,1,0,50,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,44,44,71,85,85,85,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,102,118,16,10,10,0,0,3,3,3,0,0,0,0,1,1,0,1,2037,0,0,0,0,0,0,0,1,0,4031,4055,2060,4055,4055,2,0,4292,4292,4292,65,4292,2035,0,0,0,0,1,0,0,0,0,2,0
Port 7510,7510,5265,0,0,0,0,0,3,3,3,3,0,0,0,0,3,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,3,2,17,8,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,12,1,12,11,0,0,0,0,0,0,0,108,108,108,108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,108,0,108,0,0,0,0,3,0,108,0,0,0,0,0,0,0,0,0,0,107,107,4,107,355,0,0,0,0,0,0,0,0,108,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,333,338,232,338,338,0,0,353,353,353,2,353,232,0,0,0,0,0,0,0,0,0,0,0
Port 7779,7779,64827,0,0,0,0,0,16,10,18,18,7,8,0,0,18,0,7,8,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,1757,0,0,0,0,0,0,0,0,0,0,0,43,29,136,78,77,87,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,99,10,111,17,99,91,0,0,0,0,0,0,0,1771,1772,1772,1772,1772,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,22,1779,11,1779,0,0,0,0,61,0,1779,0,0,0,0,0,0,0,0,0,0,1767,1767,54,1754,3817,0,0,0,0,0,0,0,2,1783,0,0,107,0,0,0,0,0,0,1,16,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,30,33,33,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,126,96,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,1743,0,0,0,0,0,0,0,0,0,3677,3708,1964,3708,3708,1,0,3904,3904,3904,27,3905,1954,0,0,0,0,0,0,0,0,0,0,0
Port 8000,8000,4204915,0,39,1,0,3,347,176,415,415,110,239,0,0,415,0,78,287,415,239,0,0,0,36,0,0,3,0,0,0,0,0,0,0,0,0,0,15663,15663,569,0,0,0,8227,0,0,0,14031,14031,3,3,3,3,3,0,539,298,5135,1812,1788,1865,91,1,1,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,10,10,10,98,1117,5,0,0,0,0,0,0,0,2809,14048,19988,419,28,0,0,0,0,0,0,0,1,1,1,1,1,1,1,335,8,291,12868,27,13102,0,0,2217,70,2323,154,2210,1897,657689,657698,19,29,48,29,0,8595,8638,8638,8638,8638,0,0,0,0,0,0,0,0,0,0,0,0,2392,77,9777,0,0,15694,276,49,2680,2680,2680,22964,9387,0,874,8957,402,8957,7,0,0,0,394,0,9192,271,16548,0,0,0,0,0,26957,658082,658088,8601,8602,2576,7920,12112,71,71,71,71,71,71,71,8,9379,3,3,2275,0,0,0,0,0,3,0,509,0,10,198,0,0,0,543,13634,13635,13635,3752,3481,20042,0,0,0,0,0,0,30,0,0,1235,1234,1670,1748,1747,1747,118,23,0,0,12,326032,552,655250,0,0,0,2,39,0,0,438,2624,2186,0,0,0,0,8,8,8,0,0,0,0,21,21,1,23,9150,0,0,0,0,0,0,0,70,1,11561,11617,3446,11617,11617,13,0,12470,12470,12470,1469,12470,3139,0,0,0,0,71,0,0,0,0,0,0
Port 8001,8001,320752,0,20,2,0,0,187,95,253,253,61,158,0,0,253,0,50,188,253,158,0,0,0,20,0,0,4,0,0,0,0,0,0,0,0,0,0,7880,7880,761,0,0,0,3755,0,0,0,6748,6749,0,0,0,0,0,0,371,216,1769,1291,1285,1323,56,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,2,2,2,2,2,0,0,0,2,0,0,0,0,2,2,2,2,58,753,4,0,0,0,0,0,0,0,952,6754,8341,254,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,10,197,6267,29,6436,0,0,1530,35,1713,84,1527,1357,3314,3569,2,19,23,19,0,3939,3965,3965,3965,3965,0,0,0,0,0,0,0,0,0,0,0,0,53,36,6101,0,0,7897,353,24,1499,1499,1499,10059,5837,1,785,4353,304,4353,13,0,0,0,548,0,4419,146,8516,0,0,0,0,0,5833,3323,3578,3931,3931,1392,3533,6859,27,27,27,27,27,27,27,9,4516,0,0,1677,0,0,0,0,0,0,0,360,1,3,137,0,1,0,321,7631,7631,7631,1395,1249,9771,0,0,0,0,0,0,11,0,0,563,563,1031,1072,1071,1071,21,6,0,0,5,2241,144,3677,0,0,0,3,34,0,0,266,1915,1649,0,0,0,0,9,9,9,0,0,0,0,6,6,1,6,4404,0,0,0,0,0,0,0,25,0,6635,6676,3020,6676,6676,11,0,7328,7328,7328,925,7328,2519,0,0,0,0,26,0,0,0,0,0,0
Port 8009,8009,195460,0,0,0,0,0,59,34,69,69,25,35,0,0,69,0,50,43,69,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2795,2795,141,0,0,0,3034,0,0,0,2111,2111,0,0,0,0,0,0,0,0,2,4,4,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,111,0,0,0,0,0,0,0,0,200,2116,2559,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,40,1895,8,1989,0,0,4,0,4,0,4,4,1644,1910,0,0,0,0,0,3090,3094,3094,3094,3094,0,0,0,0,0,0,0,0,0,0,0,0,75,2,2298,0,0,2798,41,0,834,834,834,3498,2270,0,133,3137,59,3137,4,0,0,0,100,0,3144,55,2897,0,0,0,0,0,1241,1644,1910,3074,3074,267,2990,5747,0,0,0,0,0,0,0,7,3167,0,0,4,0,0,0,0,0,0,0,79,0,0,19,0,0,0,55,2553,2553,2553,243,188,3087,0,0,0,0,0,0,1,0,0,104,104,159,168,168,169,12,1,0,0,1,546,149,2056,0,0,0,2,40,0,0,0,4,4,0,0,0,0,7,7,7,0,0,0,0,1,1,0,1,3094,0,0,0,0,0,0,0,0,0,5530,5561,2559,5561,5561,1,0,5843,5843,5843,141,5843,2502,0,0,0,0,0,0,0,0,35600,0,0
Port 8010,8010,206749,0,5,0,0,0,69,46,85,85,23,39,0,0,85,0,22,45,85,39,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3839,3839,188,0,0,0,2287,0,0,0,4143,4143,0,0,0,0,0,0,124,50,2030,973,979,996,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,9,9,9,19,278,0,0,0,0,0,0,0,0,642,4147,5086,85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2,53,2945,10,3053,0,0,1542,18,1574,529,1542,1012,3651,3913,0,4,5,4,0,2482,2489,2489,2489,2489,0,0,0,0,0,0,0,0,0,0,0,0,57,2,3303,0,0,3846,43,5,850,850,850,6061,3260,0,572,2840,198,2840,5,0,0,0,151,0,2856,50,4474,0,0,0,0,0,2581,3654,3917,2767,2767,810,2242,5050,5,5,5,5,5,5,5,5,2887,0,0,1564,0,0,0,0,0,0,0,215,0,9,539,0,6,0,142,3721,3721,3721,393,343,4819,0,0,0,0,0,0,16,0,0,558,558,627,644,644,644,16,10,0,0,1,872,122,4002,0,0,0,1,38,0,0,619,1664,1045,0,0,0,0,5,5,5,0,0,0,0,10,10,0,10,2817,0,0,0,0,0,0,0,5,0,4864,4885,2617,4885,4885,0,0,5155,5155,5155,592,5155,2542,0,0,0,0,5,0,0,0,0,0,0
Port 8023,8023,6375,0,0,0,0,0,3,2,3,3,0,1,0,0,3,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,11,8,36,80,80,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,83,1,85,2,83,82,0,0,0,0,0,0,0,122,122,122,122,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,126,3,126,0,0,0,0,44,0,126,0,0,0,0,0,0,0,0,0,0,122,122,16,117,351,0,0,0,0,0,0,0,1,129,0,0,84,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,15,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,91,79,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,326,326,212,326,326,0,0,350,350,350,14,350,211,0,0,0,0,0,0,0,0,0,0,0
Port 8069,8069,65237,0,0,0,0,0,20,12,24,24,9,12,0,0,24,0,8,12,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,1579,0,0,0,0,0,0,0,0,0,0,0,51,35,185,416,413,424,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,8,0,0,0,0,0,442,11,454,16,442,433,0,0,0,0,0,0,0,1601,1602,1602,1602,1602,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,34,1612,18,1612,1,0,0,0,31,0,1616,0,0,0,0,0,0,0,0,0,0,1599,1599,89,1576,3723,0,0,0,0,0,0,0,1,1620,0,0,452,0,0,0,0,0,0,0,25,1,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30,30,43,47,47,47,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,32,474,442,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1578,0,0,0,0,0,0,0,0,0,3581,3593,2042,3593,3593,1,0,3785,3785,3785,38,3786,2030,0,0,0,0,0,0,0,0,0,0,0
