city,city_type,% of respondents who are willing to conceded personal data in order to improve traffic congestion,% of respondents who are comfortable with face recognition technologies to lower crime,% of respondents who feel the availability of online information has increased their trust in authorities,% of day-to-day payment transactions that re non-cash,population_2020,overall_rating,overall_ranking,country,countrycode,cities_in_motion,economy,human_capital,social_cohesion,environment,goverance,urban_planning,international_outreach,technology,mobility_and_transportation,totalcount,CVE-2017-1000369,CVE-2017-1000600,CVE-2017-1001000,CVE-2017-10140,CVE-2017-10391,CVE-2017-11142,CVE-2017-11143,CVE-2017-11144,CVE-2017-11145,CVE-2017-11147,CVE-2017-11362,CVE-2017-11364,CVE-2017-11612,CVE-2017-11628,CVE-2017-12172,CVE-2017-12868,CVE-2017-12932,CVE-2017-12933,CVE-2017-12934,CVE-2017-14595,CVE-2017-14596,CVE-2017-14718,CVE-2017-14719,CVE-2017-14720,CVE-2017-14721,CVE-2017-14722,CVE-2017-14723,CVE-2017-14724,CVE-2017-14725,CVE-2017-14726,CVE-2017-14798,CVE-2017-14990,CVE-2017-15098,CVE-2017-15099,CVE-2017-15130,CVE-2017-15132,CVE-2017-15710,CVE-2017-15715,CVE-2017-15906,CVE-2017-16510,CVE-2017-16633,CVE-2017-16634,CVE-2017-16642,CVE-2017-16944,CVE-2017-17091,CVE-2017-17663,CVE-2017-3167,CVE-2017-3169,CVE-2017-3239,CVE-2017-3247,CVE-2017-3249,CVE-2017-3250,CVE-2017-3626,CVE-2017-3730,CVE-2017-3731,CVE-2017-3732,CVE-2017-3735,CVE-2017-3736,CVE-2017-3737,CVE-2017-3738,CVE-2017-5340,CVE-2017-5487,CVE-2017-5488,CVE-2017-5489,CVE-2017-5490,CVE-2017-5491,CVE-2017-5492,CVE-2017-5493,CVE-2017-5610,CVE-2017-5611,CVE-2017-5612,CVE-2017-6377,CVE-2017-6379,CVE-2017-6381,CVE-2017-6441,CVE-2017-6514,CVE-2017-6814,CVE-2017-6815,CVE-2017-6816,CVE-2017-6817,CVE-2017-6818,CVE-2017-6819,CVE-2017-6919,CVE-2017-6920,CVE-2017-6921,CVE-2017-6922,CVE-2017-6923,CVE-2017-6924,CVE-2017-6925,CVE-2017-6926,CVE-2017-6927,CVE-2017-6928,CVE-2017-6929,CVE-2017-6932,CVE-2017-7189,CVE-2017-7269,CVE-2017-7272,CVE-2017-7418,CVE-2017-7484,CVE-2017-7485,CVE-2017-7486,CVE-2017-7546,CVE-2017-7547,CVE-2017-7548,CVE-2017-7659,CVE-2017-7668,CVE-2017-7679,CVE-2017-7890,CVE-2017-7963,CVE-2017-7983,CVE-2017-7984,CVE-2017-7986,CVE-2017-7987,CVE-2017-7988,CVE-2017-7989,CVE-2017-8057,CVE-2017-8295,CVE-2017-9061,CVE-2017-9062,CVE-2017-9063,CVE-2017-9064,CVE-2017-9065,CVE-2017-9066,CVE-2017-9067,CVE-2017-9118,CVE-2017-9120,CVE-2017-9788,CVE-2017-9789,CVE-2017-9798,CVE-2017-9933,CVE-2017-9934,CVE-2018-0732,CVE-2018-0733,CVE-2018-0734,CVE-2018-0735,CVE-2018-0737,CVE-2018-0739,CVE-2018-1000024,CVE-2018-1000027,CVE-2018-1000773,CVE-2018-10100,CVE-2018-10101,CVE-2018-10102,CVE-2018-1053,CVE-2018-10545,CVE-2018-10546,CVE-2018-10547,CVE-2018-10548,CVE-2018-10549,CVE-2018-1058,CVE-2018-10915,CVE-2018-10925,CVE-2018-1115,CVE-2018-11321,CVE-2018-11322,CVE-2018-11323,CVE-2018-11324,CVE-2018-11325,CVE-2018-11326,CVE-2018-11327,CVE-2018-11328,CVE-2018-1172,CVE-2018-11756,CVE-2018-11763,CVE-2018-12711,CVE-2018-12712,CVE-2018-1283,CVE-2018-12882,CVE-2018-12895,CVE-2018-1301,CVE-2018-1302,CVE-2018-1303,CVE-2018-1312,CVE-2018-1333,CVE-2018-14028,CVE-2018-14851,CVE-2018-14883,CVE-2018-14884,CVE-2018-15132,CVE-2018-15473,CVE-2018-15880,CVE-2018-15881,CVE-2018-15882,CVE-2018-15919,CVE-2018-16850,CVE-2018-17082,CVE-2018-17189,CVE-2018-17199,CVE-2018-17855,CVE-2018-17856,CVE-2018-17857,CVE-2018-17858,CVE-2018-17859,CVE-2018-19052,CVE-2018-19131,CVE-2018-19132,CVE-2018-19395,CVE-2018-19396,CVE-2018-19518,CVE-2018-19520,CVE-2018-19935,CVE-2018-20147,CVE-2018-20148,CVE-2018-20149,CVE-2018-20150,CVE-2018-20151,CVE-2018-20152,CVE-2018-20153,CVE-2018-20685,CVE-2018-20783,CVE-2018-2911,CVE-2018-3152,CVE-2018-5407,CVE-2018-6376,CVE-2018-6377,CVE-2018-6378,CVE-2018-6379,CVE-2018-6380,CVE-2018-6389,CVE-2018-6789,CVE-2018-7584,CVE-2018-7600,CVE-2018-7602,CVE-2018-8011,CVE-2018-8045,CVE-2018-8581,CVE-2018-9861,CVE-2019-0190,CVE-2019-0196,CVE-2019-0197,CVE-2019-0211,CVE-2019-0215,CVE-2019-0217,CVE-2019-0220,CVE-2019-0708,CVE-2019-10129,CVE-2019-10130,CVE-2019-10149,CVE-2019-10164,CVE-2019-10691,CVE-2019-10909,CVE-2019-10945,CVE-2019-10946,CVE-2019-11034,CVE-2019-11035,CVE-2019-11036,CVE-2019-11038,CVE-2019-11039,CVE-2019-11040,CVE-2019-11072,CVE-2019-11358,CVE-2019-11510,CVE-2019-11809,CVE-2019-11876,CVE-2019-12525,CVE-2019-12527,CVE-2019-12529,CVE-2019-12764,CVE-2019-12765,CVE-2019-12766,CVE-2019-12815,CVE-2019-13345,CVE-2019-13917,CVE-2019-14654,CVE-2019-1543,CVE-2019-1552,CVE-2019-1559,CVE-2019-1652,CVE-2019-1653,CVE-2019-19781,CVE-2019-3814,CVE-2019-6109,CVE-2019-6110,CVE-2019-6111,CVE-2019-6261,CVE-2019-6262,CVE-2019-6263,CVE-2019-6264,CVE-2019-6338,CVE-2019-6339,CVE-2019-6340,CVE-2019-6341,CVE-2019-6977,CVE-2019-7524,CVE-2019-7739,CVE-2019-7740,CVE-2019-7741,CVE-2019-7742,CVE-2019-7743,CVE-2019-7744,CVE-2019-8942,CVE-2019-8943,CVE-2019-9020,CVE-2019-9021,CVE-2019-9022,CVE-2019-9023,CVE-2019-9024,CVE-2019-9025,CVE-2019-9193,CVE-2019-9637,CVE-2019-9638,CVE-2019-9639,CVE-2019-9640,CVE-2019-9641,CVE-2019-9675,CVE-2019-9711,CVE-2019-9712,CVE-2019-9713,CVE-2019-9714,CVE-2019-9787,CVE-2020-0796,CVE-2020-11651,CVE-2020-11652,CVE-2020-1938,CVE-2020-5902,MS17-010,,,
Rio de Janeiro,"smart city,city in motion",55.2,74.3,51,63,12902000,2,102,Brazil,BR,132,151,114,164,106,105,64,69,142,155,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,2,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,2,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,
Riyadh,"smart city,city in motion",66.3,83.8,85,71.3,6370000,5,53,Saudi Arabia,SA,167,100,165,102,173,86,172,156,80,161,36966,0,2,0,0,0,29,17,29,29,3,12,0,0,29,22,2,15,29,12,0,0,1,1,1,1,1,1,1,1,1,1,0,21,12,0,0,1280,1279,766,0,0,0,471,0,0,0,333,333,0,0,0,0,0,0,36,21,185,147,145,157,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,3,3,54,0,0,12,12,13,13,13,12,38,335,926,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,18,774,3,792,0,0,167,12,304,146,166,161,10,10,0,1,2,1,0,494,495,495,495,495,12,0,0,13,0,0,0,0,0,0,0,0,1,1,708,0,0,1290,7,2,496,496,496,1443,679,0,69,526,24,519,5,0,0,0,481,0,523,36,1317,0,0,0,0,0,2163,10,10,515,515,234,485,548,2,2,2,2,2,2,2,6,530,0,0,165,0,0,0,0,0,0,3,35,4,6,9,0,6,1,182,796,797,797,94,58,1379,67,0,0,8,0,0,10,0,0,33,33,40,55,55,55,5,9,0,0,5,9,0,10,0,0,0,0,0,8,0,160,315,154,6,6,3,0,6,6,6,0,0,0,0,9,9,1,9,530,0,0,0,0,0,0,0,2,0,547,547,49,549,549,0,12,574,574,574,40,574,42,0,0,0,0,4,205,0,0,18,3,18,,,
Rome,"smart city,city in motion",57.1,67.5,48.3,63.7,3718000,2,101,Italy,IT,67,78,40,118,119,63,121,13,88,40,172600,3,30,2,0,0,60,38,65,65,23,27,0,0,65,33,40,40,64,27,0,0,0,25,0,0,5,0,0,0,0,31,2,29,16,1,1,4818,4818,1954,2,0,0,1762,3,0,0,3580,3580,0,0,0,0,0,0,54,37,1504,1133,1117,1141,13,0,0,0,0,0,0,0,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,14,2,2,2,0,13,13,15,13,14,277,0,0,25,25,39,29,29,18,397,3584,6707,63,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,670,0,43,4243,6,4286,0,0,1189,6,1256,67,1173,1146,3518,4005,1,21,38,21,1,1922,1926,1926,1926,1926,25,1,1,47,0,0,0,0,0,0,0,0,109,4,1666,0,0,4847,23,44,559,559,559,7348,1580,0,323,2083,63,2075,4,0,0,0,1180,1,2082,153,5091,0,0,0,0,0,4318,3268,3752,1959,1959,546,1782,2115,48,48,48,48,48,48,48,130,2101,0,0,1188,0,0,0,0,0,0,1,174,11,21,55,0,24,5,215,2486,2486,2486,825,671,5782,192,0,0,12,0,1,73,0,0,200,200,226,234,234,234,106,56,0,0,6,3766,1,3778,0,0,0,26,0,13,0,88,1273,1185,8,8,0,1,130,130,130,0,0,0,0,53,53,6,53,2113,1,0,0,0,0,0,0,46,0,2221,2221,254,2220,2220,3,25,2547,2548,2548,221,2550,223,0,0,0,0,46,137,0,0,16,0,7,,,
Rosario,"normal city,city in motion",N/A,N/A,N/A,N/A,1532000,N/A,N/A,Argentina,AR,134,171,120,82,84,116,96,144,131,146,106905,227,17,1,0,1,8,6,8,8,3,2,0,0,8,33,20,4,8,2,0,0,0,17,0,0,3,0,0,0,0,21,0,31,19,0,0,2176,2176,456,0,0,0,1260,224,2,0,1590,1590,1,1,1,1,1,0,14,10,843,403,403,405,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,3,39,0,0,27,27,32,29,29,26,213,1593,2490,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,10,1671,11,1673,0,0,408,2,425,20,408,406,25,25,0,13,19,13,1,1273,1274,1274,1274,1273,27,1,1,41,0,0,0,0,0,0,0,0,11,0,1212,0,0,2180,13,20,506,506,506,3014,1197,0,71,1286,48,1282,2,0,0,0,294,1,1283,12,2205,0,0,0,0,0,479,26,26,1083,1083,155,1029,1139,20,20,20,20,20,20,20,4,1291,1,1,408,0,0,0,0,0,0,302,55,1,2,8,0,0,0,34,1375,1375,1375,157,145,2353,148,0,0,21,0,0,4,0,0,55,55,71,74,74,74,1,2,0,0,0,25,1,27,0,0,0,7,0,21,0,32,442,410,5,5,0,0,4,4,4,0,0,0,0,2,2,0,2,1291,0,0,0,0,0,0,0,20,0,1323,1323,94,1323,1323,0,26,10150,10150,10150,65,10150,79,0,0,0,0,20,13,0,0,9,0,0,,,
Rotterdam,"smart city,city in motion",57.3,66.5,58.6,75,993000,7,29,Netherlands,NL,51,75,68,43,45,107,15,106,29,23,33962,27,6,0,0,0,14,2,21,21,17,19,0,0,21,21,5,21,21,19,0,0,1,4,1,1,1,1,1,1,1,12,0,18,12,0,0,1371,1370,1378,0,0,0,202,34,0,0,903,903,0,0,0,0,0,0,7,5,227,169,167,169,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,3,12,26,0,0,12,12,18,17,17,14,119,901,1374,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,20,1140,0,1149,0,0,176,2,206,32,176,172,16,16,0,6,9,6,5,207,209,209,209,208,14,5,5,24,0,0,0,0,0,0,0,0,3,0,830,0,0,1359,9,9,207,207,207,1597,820,0,50,234,20,234,2,0,0,0,1133,5,236,35,1416,0,0,0,0,0,312,16,16,221,221,83,194,267,9,9,9,9,9,9,9,109,244,0,0,178,0,0,0,0,0,0,18,24,1,3,12,0,23,1,64,1074,1074,1074,244,210,1621,18,0,4,16,0,0,7,0,0,26,26,40,41,41,41,16,5,0,0,0,15,0,16,0,0,0,18,0,16,0,34,213,179,1,1,0,0,111,111,111,0,0,0,0,5,5,1,5,242,0,0,0,0,0,0,0,9,1,269,269,61,270,271,3,11,338,338,338,37,338,43,0,0,0,0,11,12,0,0,3,0,0,,,
Sacramento,normal city,N/A,N/A,N/A,N/A,521000,N/A,N/A,United States of America,US,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39038,2,2,0,5,1,15,2,15,15,13,13,0,0,15,1,22,14,15,13,0,0,1,2,1,1,1,1,1,1,1,4,0,1,0,0,0,949,949,515,0,0,0,704,2,0,0,410,410,1,1,1,1,1,0,4,4,194,171,170,171,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,2,13,61,0,0,1,1,2,1,1,0,13,414,1073,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,13,887,1,896,0,0,175,1,182,7,175,171,812,1057,0,2,2,2,0,712,712,712,712,712,1,0,0,4,0,0,0,0,0,0,0,0,0,0,288,0,0,952,0,2,61,61,61,1139,276,0,25,705,16,704,3,0,0,0,428,0,706,3,972,0,0,0,0,0,468,823,1067,702,702,67,683,782,2,2,2,2,2,2,2,11,710,1,1,177,0,0,0,0,0,0,0,20,0,2,5,0,24,0,8,318,318,318,29,26,994,26,0,0,1,0,0,2,0,0,11,11,12,16,16,16,5,2,0,0,0,1078,0,1082,0,0,0,3,0,1,0,7,185,178,7,7,0,0,12,12,12,0,0,0,0,2,2,0,2,706,0,0,0,0,0,0,0,2,0,779,779,89,779,780,0,1,793,793,793,11,793,86,0,0,0,0,2,4,0,0,3,0,0,,,
Salvador,"normal city,city in motion",N/A,N/A,N/A,N/A,3839000,N/A,N/A,Brazil,BR,157,157,137,159,94,153,145,136,162,160,50529,4,3,0,0,1,12,6,14,14,5,8,0,0,14,67,6,8,14,8,0,0,0,1,0,0,0,0,0,0,0,18,0,66,46,0,0,1333,1334,317,0,0,0,917,4,0,0,1245,1245,1,1,1,1,1,0,15,11,237,143,140,147,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,5,62,0,0,48,48,61,50,50,48,333,1250,1686,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,13,1213,16,1234,0,0,155,7,178,29,155,149,11,11,0,2,5,2,3,942,942,942,942,941,49,3,3,64,0,0,0,0,0,0,0,0,0,1,581,0,0,1344,33,5,106,106,106,1836,567,0,55,972,17,970,1,0,0,0,211,3,971,25,1378,0,0,0,0,0,772,11,11,939,938,101,914,1074,5,5,5,5,5,5,5,326,987,1,1,159,0,0,0,0,0,0,3,25,2,0,6,0,0,2,48,778,778,778,199,174,1553,98,0,2,0,0,0,5,0,0,39,39,78,80,80,80,1,2,0,0,0,7,0,11,0,0,0,8,0,0,0,34,185,151,1,1,0,0,333,333,333,0,0,0,0,2,2,0,2,987,0,0,0,0,0,0,0,5,0,1018,1018,82,1019,1019,2,49,1057,1057,1057,72,1057,37,0,0,0,0,6,44,0,0,11,0,4,,,
Samso,circular city,N/A,N/A,N/A,N/A,3500,N/A,N/A,Denmark,DK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,2,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,2,2,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
San Antonio,"normal city,city in motion",N/A,N/A,N/A,N/A,1578000,N/A,N/A,United States of America,US,72,25,44,107,138,64,55,86,75,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
San Diego,"normal city,city in motion",N/A,N/A,N/A,N/A,1447000,N/A,N/A,United States of America,US,45,22,35,94,141,12,54,55,16,77,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,
San Francisco,"smart city,city in motion",59.9,59.1,55,74,3300000,7,27,United States of America,US,20,4,11,106,128,68,17,35,3,60,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
San Jose,"normal city,city in motion",N/A,N/A,N/A,N/A,1399000,N/A,N/A,Costa Rica,CR,114,123,155,112,14,77,132,101,132,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Santa Cruz,"normal city,city in motion",N/A,N/A,N/A,N/A,1712000,N/A,N/A,Bolivia,BO,150,152,146,109,20,172,170,164,164,157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Santiago,"smart city,city in motion",64.5,72.7,48.6,61.7,6507000,3,91,Chile,CL,68,103,97,80,29,94,40,62,94,42,112431,28,20,0,0,1,49,28,53,53,21,24,0,0,52,62,36,32,52,24,0,0,1,18,1,1,5,1,1,1,1,58,0,58,29,0,0,3295,3295,2152,0,0,0,1333,28,2,0,2654,2654,1,1,1,1,1,0,88,49,1042,913,914,923,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,2,15,247,0,0,45,45,81,54,54,41,243,2655,4567,51,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,133,0,30,2887,15,2913,0,0,972,9,1103,140,972,944,526,527,7,12,26,12,11,1390,1392,1392,1392,1393,49,11,11,92,0,0,0,0,0,0,0,0,15,0,1292,0,0,3305,73,25,379,379,379,5005,1193,0,159,1485,42,1479,8,0,0,0,1511,11,1487,137,3542,0,0,0,0,0,2001,469,470,1400,1400,462,1338,1756,34,34,34,34,34,34,34,39,1507,1,1,971,0,0,0,0,0,0,7,60,0,4,33,0,12,0,271,1763,1763,1764,463,327,3871,355,0,5,63,0,0,11,0,0,79,79,163,180,180,180,15,6,0,0,0,467,2,473,0,0,0,17,0,66,0,167,1130,963,11,11,0,0,39,39,39,0,0,0,0,4,4,0,4,1504,0,0,0,0,0,0,0,34,1,1714,1714,323,1715,1715,2,50,1887,1888,1889,148,1890,235,0,0,0,0,35,82,0,0,10,0,3,,,
